time,signal,feeder,pump,condition
20-10-2019-20:15:07,,b'1',,L reward
20-10-2019-20:15:08,,b'1',,L reward
20-10-2019-20:15:09,,b'1',,L reward
20-10-2019-20:15:10,,b'1',,L reward
20-10-2019-20:15:11,,b'1',,L reward
20-10-2019-20:15:12,,b'1',,L reward
20-10-2019-20:15:13,,b'1',,L reward
20-10-2019-20:15:23,play,b'',,L reward
20-10-2019-20:15:33,,b'',,L reward
20-10-2019-20:15:35,,b'2',no 2,L reward
20-10-2019-20:15:36,,b'2',,L reward
20-10-2019-20:15:37,,b'2',,L reward
20-10-2019-20:15:38,,b'2',,L reward
20-10-2019-20:15:39,,b'2',,L reward
20-10-2019-20:15:40,,b'2',,L reward
20-10-2019-20:15:41,,b'2',,L reward
20-10-2019-20:15:42,,b'2',,L reward
20-10-2019-20:15:43,,b'2',,L reward
20-10-2019-20:15:44,,b'2',,L reward
20-10-2019-20:15:45,,b'2',,L reward
20-10-2019-20:15:46,,b'2',,L reward
20-10-2019-20:15:47,,b'2',,L reward
20-10-2019-20:15:48,,b'2',,L reward
20-10-2019-20:15:49,,b'2',,L reward
20-10-2019-20:15:50,,b'2',,L reward
20-10-2019-20:15:51,,b'2',,L reward
20-10-2019-20:15:53,,b'2',,L reward
20-10-2019-20:15:54,,b'2',,L reward
20-10-2019-20:15:55,,b'2',,L reward
20-10-2019-20:15:56,,b'2',,L reward
20-10-2019-20:15:57,,b'2',,L reward
20-10-2019-20:15:58,,b'2',,L reward
20-10-2019-20:16:08,play,b'',,L reward
20-10-2019-20:16:14,,b'2',no 2,L reward
20-10-2019-20:16:15,,b'2',,L reward
20-10-2019-20:16:16,,b'2',,L reward
20-10-2019-20:16:17,,b'2',,L reward
20-10-2019-20:16:18,,b'2',,L reward
20-10-2019-20:16:19,,b'2',,L reward
20-10-2019-20:16:20,,b'2',,L reward
20-10-2019-20:16:21,,b'2',,L reward
20-10-2019-20:16:22,,b'2',,L reward
20-10-2019-20:16:23,,b'2',,L reward
20-10-2019-20:16:24,,b'2',,L reward
20-10-2019-20:16:25,,b'2',,L reward
20-10-2019-20:16:26,,b'2',,L reward
20-10-2019-20:16:36,play,b'',,L reward
20-10-2019-20:16:46,,b'',,L reward
20-10-2019-20:16:50,,b'1',1,L reward
20-10-2019-20:16:51,,b'1',,L reward
20-10-2019-20:16:52,,b'1',,L reward
20-10-2019-20:16:53,,b'1',,L reward
20-10-2019-20:16:54,,b'1',,L reward
20-10-2019-20:16:55,,b'1',,L reward
20-10-2019-20:16:56,,b'1',,L reward
20-10-2019-20:16:57,,b'1',,L reward
20-10-2019-20:16:58,,b'1',,L reward
20-10-2019-20:16:59,,b'1',,L reward
20-10-2019-20:17:00,,b'1',,L reward
20-10-2019-20:17:01,,b'1',,L reward
20-10-2019-20:17:02,,b'1',,L reward
20-10-2019-20:17:03,,b'1',,L reward
20-10-2019-20:17:04,,b'1',,L reward
20-10-2019-20:17:05,,b'1',,L reward
20-10-2019-20:17:06,,b'1',,L reward
20-10-2019-20:17:07,,b'1',,L reward
20-10-2019-20:17:08,,b'1',,L reward
20-10-2019-20:17:09,,b'1',,L reward
20-10-2019-20:17:10,,b'1',,L reward
20-10-2019-20:17:11,,b'1',,L reward
20-10-2019-20:17:12,,b'1',,L reward
20-10-2019-20:17:22,play,b'',,L reward
20-10-2019-20:17:32,,b'',,L reward
20-10-2019-20:17:42,play,b'',,L reward
20-10-2019-20:17:52,,b'',,L reward
20-10-2019-20:18:02,play,b'',,L reward
20-10-2019-20:18:12,,b'',,L reward
20-10-2019-20:18:22,play,b'',,L reward
20-10-2019-20:18:32,,b'',,L reward
20-10-2019-20:18:42,play,b'',,L reward
20-10-2019-20:18:52,,b'',,L reward
20-10-2019-20:19:02,play,b'',,L reward
20-10-2019-20:19:12,,b'',,L reward
20-10-2019-20:19:22,play,b'',,L reward
20-10-2019-20:19:32,,b'',,L reward
20-10-2019-20:19:42,play,b'',,L reward
20-10-2019-20:19:52,,b'',,L reward
20-10-2019-20:20:02,play,b'',,L reward
20-10-2019-20:20:12,,b'',,L reward
20-10-2019-20:20:22,play,b'',,L reward
20-10-2019-20:20:32,,b'',,L reward
20-10-2019-20:20:42,play,b'',,L reward
20-10-2019-20:20:52,,b'',,L reward
20-10-2019-20:21:02,play,b'',,L reward
20-10-2019-20:21:12,,b'',,L reward
20-10-2019-20:21:22,play,b'',,L reward
20-10-2019-20:21:32,,b'',,L reward
20-10-2019-20:21:42,play,b'',,L reward
20-10-2019-20:21:52,,b'',,L reward
20-10-2019-20:22:02,play,b'',,L reward
20-10-2019-20:22:13,,b'',,L reward
20-10-2019-20:22:23,play,b'',,L reward
20-10-2019-20:22:33,,b'',,L reward
20-10-2019-20:22:43,play,b'',,L reward
20-10-2019-20:22:53,,b'',,L reward
20-10-2019-20:23:03,play,b'',,L reward
20-10-2019-20:23:13,,b'',,L reward
20-10-2019-20:23:23,play,b'',,L reward
20-10-2019-20:23:33,,b'',,L reward
20-10-2019-20:23:43,play,b'',,L reward
20-10-2019-20:23:53,,b'',,L reward
20-10-2019-20:23:55,,b'1',no 1,L reward
20-10-2019-20:23:56,,b'1',,L reward
20-10-2019-20:23:57,,b'1',,L reward
20-10-2019-20:23:58,,b'1',,L reward
20-10-2019-20:23:59,,b'1',,L reward
20-10-2019-20:24:00,,b'1',,L reward
20-10-2019-20:24:01,,b'1',,L reward
20-10-2019-20:24:02,,b'1',,L reward
20-10-2019-20:24:03,,b'1',,L reward
20-10-2019-20:24:04,,b'1',,L reward
20-10-2019-20:24:05,,b'1',,L reward
20-10-2019-20:24:06,,b'1',,L reward
20-10-2019-20:24:07,,b'1',,L reward
20-10-2019-20:24:08,,b'1',,L reward
20-10-2019-20:24:09,,b'1',,L reward
20-10-2019-20:24:19,play,b'',,L reward
20-10-2019-20:24:29,,b'',,L reward
20-10-2019-20:24:39,play,b'',,L reward
20-10-2019-20:24:42,,b'2',no 2,L reward
20-10-2019-20:24:43,,b'2',,L reward
20-10-2019-20:24:44,,b'2',,L reward
20-10-2019-20:24:45,,b'2',,L reward
20-10-2019-20:24:46,,b'2',,L reward
20-10-2019-20:24:47,,b'2',,L reward
20-10-2019-20:24:48,,b'2',,L reward
20-10-2019-20:24:49,,b'2',,L reward
20-10-2019-20:24:50,,b'2',,L reward
20-10-2019-20:24:51,,b'2',,L reward
20-10-2019-20:24:52,,b'2',,L reward
20-10-2019-20:24:53,,b'2',,L reward
20-10-2019-20:24:54,,b'2',,L reward
20-10-2019-20:24:55,,b'2',,L reward
20-10-2019-20:24:56,,b'2',,L reward
20-10-2019-20:24:57,,b'2',,L reward
20-10-2019-20:25:07,play,b'',,L reward
20-10-2019-20:25:17,,b'',,L reward
20-10-2019-20:25:27,play,b'',,L reward
20-10-2019-20:25:31,,b'1',no 1,L reward
20-10-2019-20:25:32,,b'1',,L reward
20-10-2019-20:25:33,,b'1',,L reward
20-10-2019-20:25:34,,b'1',,L reward
20-10-2019-20:25:35,,b'1',,L reward
20-10-2019-20:25:36,,b'1',,L reward
20-10-2019-20:25:37,,b'1',,L reward
20-10-2019-20:25:38,,b'1',,L reward
20-10-2019-20:25:39,,b'1',,L reward
20-10-2019-20:25:40,,b'1',,L reward
20-10-2019-20:25:41,,b'1',,L reward
20-10-2019-20:25:42,,b'1',,L reward
20-10-2019-20:25:44,,b'2',,L reward
20-10-2019-20:25:45,,b'2',,L reward
20-10-2019-20:25:46,,b'2',,L reward
20-10-2019-20:25:47,,b'2',,L reward
20-10-2019-20:25:48,,b'2',,L reward
20-10-2019-20:25:49,,b'2',,L reward
20-10-2019-20:25:50,,b'2',,L reward
20-10-2019-20:25:51,,b'2',,L reward
20-10-2019-20:25:52,,b'2',,L reward
20-10-2019-20:25:53,,b'2',,L reward
20-10-2019-20:25:54,,b'2',,L reward
20-10-2019-20:25:55,,b'2',,L reward
20-10-2019-20:26:05,play,b'',,L reward
20-10-2019-20:26:15,,b'',,L reward
20-10-2019-20:26:23,,b'2',no 2,L reward
20-10-2019-20:26:24,,b'2',,L reward
20-10-2019-20:26:25,,b'2',,L reward
20-10-2019-20:26:26,,b'2',,L reward
20-10-2019-20:26:27,,b'2',,L reward
20-10-2019-20:26:28,,b'2',,L reward
20-10-2019-20:26:29,,b'2',,L reward
20-10-2019-20:26:30,,b'2',,L reward
20-10-2019-20:26:40,play,b'',,L reward
20-10-2019-20:26:50,,b'',,L reward
20-10-2019-20:27:00,play,b'',,L reward
20-10-2019-20:27:10,,b'',,L reward
20-10-2019-20:27:20,play,b'2',2,L reward
20-10-2019-20:27:30,,b'1',,L reward
20-10-2019-20:27:31,,b'1',,L reward
20-10-2019-20:27:32,,b'1',,L reward
20-10-2019-20:27:33,,b'1',,L reward
20-10-2019-20:27:34,,b'1',,L reward
20-10-2019-20:27:35,,b'1',,L reward
20-10-2019-20:27:36,,b'1',,L reward
20-10-2019-20:27:37,,b'1',,L reward
20-10-2019-20:27:38,,b'1',,L reward
20-10-2019-20:27:39,,b'1',,L reward
20-10-2019-20:27:40,,b'1',,L reward
20-10-2019-20:27:41,,b'1',,L reward
20-10-2019-20:27:42,,b'1',,L reward
20-10-2019-20:27:43,,b'1',,L reward
20-10-2019-20:27:44,,b'1',,L reward
20-10-2019-20:27:45,,b'1',,L reward
20-10-2019-20:27:46,,b'1',,L reward
20-10-2019-20:27:47,,b'1',,L reward
20-10-2019-20:27:48,,b'1',,L reward
20-10-2019-20:27:58,play,b'',,L reward
20-10-2019-20:28:08,,b'',,L reward
20-10-2019-20:28:18,play,b'',,L reward
20-10-2019-20:28:28,,b'',,L reward
20-10-2019-20:28:38,play,b'',,L reward
20-10-2019-20:28:48,,b'',,L reward
20-10-2019-20:28:58,play,b'',,L reward
20-10-2019-20:29:08,,b'',,L reward
20-10-2019-20:29:18,play,b'',,L reward
20-10-2019-20:29:23,,b'1',1,L reward
20-10-2019-20:29:24,,b'1',,L reward
20-10-2019-20:29:25,,b'1',,L reward
20-10-2019-20:29:26,,b'1',,L reward
20-10-2019-20:29:27,,b'1',,L reward
20-10-2019-20:29:28,,b'1',,L reward
20-10-2019-20:29:29,,b'1',,L reward
20-10-2019-20:29:30,,b'1',,L reward
20-10-2019-20:29:31,,b'1',,L reward
20-10-2019-20:29:32,,b'1',,L reward
20-10-2019-20:29:33,,b'1',,L reward
20-10-2019-20:29:34,,b'1',,L reward
20-10-2019-20:29:35,,b'1',,L reward
20-10-2019-20:29:36,,b'1',,L reward
20-10-2019-20:29:37,,b'1',,L reward
20-10-2019-20:29:38,,b'1',,L reward
20-10-2019-20:29:39,,b'1',,L reward
20-10-2019-20:29:40,,b'1',,L reward
20-10-2019-20:29:41,,b'1',,L reward
20-10-2019-20:29:42,,b'1',,L reward
20-10-2019-20:29:43,,b'1',,L reward
20-10-2019-20:29:44,,b'1',,L reward
20-10-2019-20:29:45,,b'1',,L reward
20-10-2019-20:29:55,play,b'',,L reward
20-10-2019-20:30:05,,b'',,L reward
20-10-2019-20:30:11,,b'2',2,L reward
20-10-2019-20:30:12,,b'2',,L reward
20-10-2019-20:30:13,,b'2',,L reward
20-10-2019-20:30:14,,b'2',,L reward
20-10-2019-20:30:15,,b'2',,L reward
20-10-2019-20:30:16,,b'2',,L reward
20-10-2019-20:30:17,,b'2',,L reward
20-10-2019-20:30:18,,b'2',,L reward
20-10-2019-20:30:19,,b'2',,L reward
20-10-2019-20:30:20,,b'2',,L reward
20-10-2019-20:30:21,,b'2',,L reward
20-10-2019-20:30:22,,b'2',,L reward
20-10-2019-20:30:23,,b'2',,L reward
20-10-2019-20:30:24,,b'2',,L reward
20-10-2019-20:30:25,,b'2',,L reward
20-10-2019-20:30:26,,b'2',,L reward
20-10-2019-20:30:27,,b'2',,L reward
20-10-2019-20:30:28,,b'2',,L reward
20-10-2019-20:30:29,,b'2',,L reward
20-10-2019-20:30:30,,b'2',,L reward
20-10-2019-20:30:31,,b'2',,L reward
20-10-2019-20:30:32,,b'2',,L reward
20-10-2019-20:30:33,,b'2',,L reward
20-10-2019-20:30:34,,b'2',,L reward
20-10-2019-20:30:35,,b'2',,L reward
20-10-2019-20:30:36,,b'2',,L reward
20-10-2019-20:30:37,,b'2',,L reward
20-10-2019-20:30:38,,b'2',,L reward
20-10-2019-20:30:39,,b'2',,L reward
20-10-2019-20:30:50,play,b'',,L reward
20-10-2019-20:31:00,,b'',,L reward
20-10-2019-20:31:10,play,b'',,L reward
20-10-2019-20:31:20,,b'',,L reward
20-10-2019-20:31:30,play,b'',,L reward
20-10-2019-20:31:40,,b'',,L reward
20-10-2019-20:31:50,play,b'',,L reward
20-10-2019-20:32:00,,b'',,L reward
20-10-2019-20:32:10,play,b'',,L reward
20-10-2019-20:32:20,,b'',,L reward
20-10-2019-20:32:30,play,b'',,L reward
20-10-2019-20:32:40,,b'',,L reward
20-10-2019-20:32:50,play,b'',,L reward
20-10-2019-20:33:00,,b'',,L reward
20-10-2019-20:33:10,play,b'',,L reward
20-10-2019-20:33:20,,b'',,L reward
20-10-2019-20:33:30,play,b'',,L reward
20-10-2019-20:33:40,,b'',,L reward
20-10-2019-20:33:50,play,b'',,L reward
20-10-2019-20:34:00,,b'',,L reward
20-10-2019-20:34:10,play,b'',,L reward
20-10-2019-20:34:20,,b'',,L reward
20-10-2019-20:34:30,play,b'',,L reward
20-10-2019-20:34:40,,b'',,L reward
20-10-2019-20:34:50,play,b'',,L reward
20-10-2019-20:35:00,,b'',,L reward
20-10-2019-20:35:10,play,b'',,L reward
20-10-2019-20:35:20,,b'',,L reward
20-10-2019-20:35:30,play,b'',,L reward
20-10-2019-20:35:40,,b'',,L reward
20-10-2019-20:35:50,play,b'',,L reward
20-10-2019-20:36:00,,b'',,L reward
20-10-2019-20:36:10,play,b'',,L reward
20-10-2019-20:36:20,,b'',,L reward
20-10-2019-20:36:30,,b'',,
20-10-2019-20:36:31,play,,,L reward
20-10-2019-20:36:41,,b'',,L reward
20-10-2019-20:36:51,play,b'',,L reward
20-10-2019-20:37:01,,b'',,L reward
20-10-2019-20:37:11,play,b'',,L reward
20-10-2019-20:37:21,,b'',,L reward
20-10-2019-20:37:31,play,b'',,L reward
20-10-2019-20:37:41,,b'',,L reward
20-10-2019-20:37:51,play,b'',,L reward
20-10-2019-20:38:01,,b'',,L reward
20-10-2019-20:38:11,play,b'',,L reward
20-10-2019-20:38:21,,b'',,L reward
20-10-2019-20:38:31,play,b'',,L reward
20-10-2019-20:38:41,,b'',,L reward
20-10-2019-20:38:51,play,b'',,L reward
20-10-2019-20:39:01,,b'',,L reward
20-10-2019-20:39:11,play,b'',,L reward
20-10-2019-20:39:21,,b'',,L reward
20-10-2019-20:39:31,play,b'',,L reward
20-10-2019-20:39:41,,b'',,L reward
20-10-2019-20:39:51,play,b'',,L reward
20-10-2019-20:40:01,,b'',,L reward
20-10-2019-20:40:11,play,b'',,L reward
20-10-2019-20:40:21,,b'',,L reward
20-10-2019-20:40:31,play,b'',,L reward
20-10-2019-20:40:41,,b'',,L reward
20-10-2019-20:40:51,play,b'',,L reward
20-10-2019-20:41:01,,b'',,L reward
20-10-2019-20:41:11,play,b'',,L reward
20-10-2019-20:41:21,,b'',,L reward
20-10-2019-20:41:31,play,b'',,L reward
20-10-2019-20:41:41,,b'',,L reward
20-10-2019-20:41:51,play,b'',,L reward
20-10-2019-20:42:01,,b'',,L reward
20-10-2019-20:42:11,play,b'',,L reward
20-10-2019-20:42:22,,b'',,L reward
20-10-2019-20:42:32,play,b'',,L reward
20-10-2019-20:42:42,,b'',,L reward
20-10-2019-20:42:52,play,b'',,L reward
20-10-2019-20:43:02,,b'',,L reward
20-10-2019-20:43:12,play,b'',,L reward
20-10-2019-20:43:22,,b'',,L reward
20-10-2019-20:43:32,play,b'',,L reward
20-10-2019-20:43:42,,b'',,L reward
20-10-2019-20:43:52,play,b'',,L reward
20-10-2019-20:44:02,,b'',,L reward
20-10-2019-20:44:12,play,b'',,L reward
20-10-2019-20:44:22,,b'',,L reward
20-10-2019-20:44:32,play,b'',,L reward
20-10-2019-20:44:42,,b'',,L reward
20-10-2019-20:44:52,play,b'',,L reward
20-10-2019-20:45:02,,b'',,L reward
20-10-2019-20:45:12,play,b'',,L reward
20-10-2019-20:45:22,,b'',,L reward
20-10-2019-20:45:32,play,b'',,L reward
20-10-2019-20:45:42,,b'',,L reward
20-10-2019-20:45:52,play,b'',,L reward
20-10-2019-20:46:02,,b'',,L reward
20-10-2019-20:46:12,play,b'',,L reward
20-10-2019-20:46:22,,b'',,L reward
20-10-2019-20:46:29,,b'2',2,L reward
20-10-2019-20:46:30,,b'2',,L reward
20-10-2019-20:46:31,,b'2',,L reward
20-10-2019-20:46:32,,b'2',,L reward
20-10-2019-20:46:33,,b'2',,L reward
20-10-2019-20:46:34,,b'2',,L reward
20-10-2019-20:46:35,,b'2',,L reward
20-10-2019-20:46:36,,b'2',,L reward
20-10-2019-20:46:37,,b'2',,L reward
20-10-2019-20:46:38,,b'2',,L reward
20-10-2019-20:46:39,,b'2',,L reward
20-10-2019-20:46:40,,b'2',,L reward
20-10-2019-20:46:41,,b'2',,L reward
20-10-2019-20:46:42,,b'2',,L reward
20-10-2019-20:46:43,,b'2',,L reward
20-10-2019-20:46:44,,b'2',,L reward
20-10-2019-20:46:45,,b'2',,L reward
20-10-2019-20:46:46,,b'2',,L reward
20-10-2019-20:46:47,,b'2',,L reward
20-10-2019-20:46:48,,b'2',,L reward
20-10-2019-20:46:49,,b'2',,L reward
20-10-2019-20:46:50,,b'2',,L reward
20-10-2019-20:46:51,,b'2',,L reward
20-10-2019-20:47:01,play,b'',,L reward
20-10-2019-20:47:11,,b'',,L reward
20-10-2019-20:47:21,play,b'',,L reward
20-10-2019-20:47:31,,b'',,L reward
20-10-2019-20:47:41,play,b'',,L reward
20-10-2019-20:47:46,,b'1',1,L reward
20-10-2019-20:47:47,,b'1',,L reward
20-10-2019-20:47:48,,b'1',,L reward
20-10-2019-20:47:49,,b'1',,L reward
20-10-2019-20:47:50,,b'1',,L reward
20-10-2019-20:47:51,,b'1',,L reward
20-10-2019-20:47:52,,b'1',,L reward
20-10-2019-20:47:53,,b'1',,L reward
20-10-2019-20:47:54,,b'1',,L reward
20-10-2019-20:47:55,,b'1',,L reward
20-10-2019-20:47:56,,b'1',,L reward
20-10-2019-20:47:57,,b'1',,L reward
20-10-2019-20:47:58,,b'1',,L reward
20-10-2019-20:47:59,,b'1',,L reward
20-10-2019-20:48:00,,b'1',,L reward
20-10-2019-20:48:01,,b'1',,L reward
20-10-2019-20:48:02,,b'1',,L reward
20-10-2019-20:48:03,,b'1',,L reward
20-10-2019-20:48:04,,b'1',,L reward
20-10-2019-20:48:05,,b'1',,L reward
20-10-2019-20:48:06,,b'1',,L reward
20-10-2019-20:48:07,,b'1',,L reward
20-10-2019-20:48:08,,b'1',,L reward
20-10-2019-20:48:09,,b'1',,L reward
20-10-2019-20:48:10,,b'1',,L reward
20-10-2019-20:48:11,,b'1',,L reward
20-10-2019-20:48:13,,b'2',,L reward
20-10-2019-20:48:14,,b'2',,L reward
20-10-2019-20:48:15,,b'2',,L reward
20-10-2019-20:48:16,,b'2',,L reward
20-10-2019-20:48:17,,b'2',,L reward
20-10-2019-20:48:18,,b'2',,L reward
20-10-2019-20:48:19,,b'2',,L reward
20-10-2019-20:48:20,,b'2',,L reward
20-10-2019-20:48:21,,b'2',,L reward
20-10-2019-20:48:22,,b'2',,L reward
20-10-2019-20:48:23,,b'2',,L reward
20-10-2019-20:48:24,,b'2',,L reward
20-10-2019-20:48:25,,b'2',,L reward
20-10-2019-20:48:26,,b'2',,L reward
20-10-2019-20:48:27,,b'2',,L reward
20-10-2019-20:48:28,,b'2',,L reward
20-10-2019-20:48:38,play,b'',,L reward
20-10-2019-20:48:48,,b'',,L reward
20-10-2019-20:48:55,,b'2',2,L reward
20-10-2019-20:48:56,,b'2',,L reward
20-10-2019-20:48:57,,b'2',,L reward
20-10-2019-20:48:58,,b'2',,L reward
20-10-2019-20:48:59,,b'2',,L reward
20-10-2019-20:49:00,,b'2',,L reward
20-10-2019-20:49:01,,b'2',,L reward
20-10-2019-20:49:02,,b'2',,L reward
20-10-2019-20:49:03,,b'2',,L reward
20-10-2019-20:49:04,,b'2',,L reward
20-10-2019-20:49:05,,b'2',,L reward
20-10-2019-20:49:06,,b'2',,L reward
20-10-2019-20:49:07,,b'2',,L reward
20-10-2019-20:49:08,,b'2',,L reward
20-10-2019-20:49:09,,b'2',,L reward
20-10-2019-20:49:10,,b'2',,L reward
20-10-2019-20:49:11,,b'2',,L reward
20-10-2019-20:49:12,,b'2',,L reward
20-10-2019-20:49:13,,b'2',,L reward
20-10-2019-20:49:14,,b'2',,L reward
20-10-2019-20:49:15,,b'2',,L reward
20-10-2019-20:49:16,,b'2',,L reward
20-10-2019-20:49:17,,b'2',,L reward
20-10-2019-20:49:18,,b'2',,L reward
20-10-2019-20:49:19,,b'2',,L reward
20-10-2019-20:49:20,,b'2',,L reward
20-10-2019-20:49:21,,b'2',,L reward
20-10-2019-20:49:22,,b'2',,L reward
20-10-2019-20:49:23,,b'2',,L reward
20-10-2019-20:49:24,,b'2',,L reward
20-10-2019-20:49:25,,b'2',,L reward
20-10-2019-20:49:26,,b'2',,L reward
20-10-2019-20:49:27,,b'2',,L reward
20-10-2019-20:49:28,,b'2',,L reward
20-10-2019-20:49:29,,b'2',,L reward
20-10-2019-20:49:30,,b'2',,L reward
20-10-2019-20:49:40,play,b'',,L reward
20-10-2019-20:49:50,,b'',,L reward
20-10-2019-20:50:00,play,b'',,L reward
20-10-2019-20:50:10,,b'',,L reward
20-10-2019-20:50:20,play,b'',,L reward
20-10-2019-20:50:30,,b'',,L reward
20-10-2019-20:50:31,,b'2',no 2,L reward
20-10-2019-20:50:32,,b'2',,L reward
20-10-2019-20:50:33,,b'2',,L reward
20-10-2019-20:50:34,,b'2',,L reward
20-10-2019-20:50:35,,b'2',,L reward
20-10-2019-20:50:36,,b'2',,L reward
20-10-2019-20:50:37,,b'2',,L reward
20-10-2019-20:50:38,,b'2',,L reward
20-10-2019-20:50:39,,b'2',,L reward
20-10-2019-20:50:49,play,b'',,L reward
20-10-2019-20:50:59,,b'',,L reward
20-10-2019-20:51:09,play,b'',,L reward
20-10-2019-20:51:19,,b'',,L reward
20-10-2019-20:51:29,play,b'',,L reward
20-10-2019-20:51:39,,b'',,L reward
20-10-2019-20:51:41,,b'1',1,L reward
20-10-2019-20:51:42,,b'1',,L reward
20-10-2019-20:51:43,,b'1',,L reward
20-10-2019-20:51:44,,b'1',,L reward
20-10-2019-20:51:45,,b'1',,L reward
20-10-2019-20:51:46,,b'1',,L reward
20-10-2019-20:51:47,,b'1',,L reward
20-10-2019-20:51:48,,b'1',,L reward
20-10-2019-20:51:49,,b'1',,L reward
20-10-2019-20:51:50,,b'1',,L reward
20-10-2019-20:51:51,,b'1',,L reward
20-10-2019-20:51:52,,b'1',,L reward
20-10-2019-20:51:53,,b'1',,L reward
20-10-2019-20:51:54,,b'1',,L reward
20-10-2019-20:51:55,,b'1',,L reward
20-10-2019-20:51:56,,b'1',,L reward
20-10-2019-20:51:57,,b'1',,L reward
20-10-2019-20:52:07,play,b'',,L reward
20-10-2019-20:52:17,,b'',,L reward
20-10-2019-20:52:27,play,b'',,L reward
20-10-2019-20:52:37,,b'',,L reward
20-10-2019-20:52:47,play,b'',,L reward
20-10-2019-20:52:57,,b'',,L reward
20-10-2019-20:53:07,play,b'',,L reward
20-10-2019-20:53:17,,b'',,L reward
20-10-2019-20:53:27,play,b'',,L reward
20-10-2019-20:53:37,,b'',,L reward
20-10-2019-20:53:47,play,b'',,L reward
20-10-2019-20:53:57,,b'',,L reward
20-10-2019-20:54:07,play,b'',,L reward
20-10-2019-20:54:17,,b'',,L reward
20-10-2019-20:54:27,play,b'',,L reward
20-10-2019-20:54:37,,b'',,L reward
20-10-2019-20:54:48,play,b'',,L reward
20-10-2019-20:54:58,,b'',,L reward
20-10-2019-20:55:08,play,b'',,L reward
20-10-2019-20:55:16,,b'2',no 2,L reward
20-10-2019-20:55:17,,b'2',,L reward
20-10-2019-20:55:18,,b'2',,L reward
20-10-2019-20:55:19,,b'2',,L reward
20-10-2019-20:55:20,,b'2',,L reward
20-10-2019-20:55:21,,b'2',,L reward
20-10-2019-20:55:22,,b'2',,L reward
20-10-2019-20:55:23,,b'2',,L reward
20-10-2019-20:55:24,,b'2',,L reward
20-10-2019-20:55:25,,b'2',,L reward
20-10-2019-20:55:26,,b'2',,L reward
20-10-2019-20:55:27,,b'2',,L reward
20-10-2019-20:55:28,,b'2',,L reward
20-10-2019-20:55:29,,b'2',,L reward
20-10-2019-20:55:30,,b'2',,L reward
20-10-2019-20:55:31,,b'2',,L reward
20-10-2019-20:55:32,,b'2',,L reward
20-10-2019-20:55:33,,b'2',,L reward
20-10-2019-20:55:34,,b'2',,L reward
20-10-2019-20:55:35,,b'2',,L reward
20-10-2019-20:55:36,,b'2',,L reward
20-10-2019-20:55:37,,b'2',,L reward
20-10-2019-20:55:38,,b'2',,L reward
20-10-2019-20:55:39,,b'2',,L reward
20-10-2019-20:55:40,,b'2',,L reward
20-10-2019-20:55:41,,b'2',,L reward
20-10-2019-20:55:42,,b'2',,L reward
20-10-2019-20:55:52,play,b'',,L reward
20-10-2019-20:55:55,,b'2',no 2,L reward
20-10-2019-20:55:56,,b'2',,L reward
20-10-2019-20:55:57,,b'2',,L reward
20-10-2019-20:55:58,,b'2',,L reward
20-10-2019-20:55:59,,b'2',,L reward
20-10-2019-20:56:00,,b'2',,L reward
20-10-2019-20:56:10,,b'',,L reward
20-10-2019-20:56:12,,b'2',,L reward
20-10-2019-20:56:13,,b'2',,L reward
20-10-2019-20:56:17,,b'2',,L reward
20-10-2019-20:56:18,,b'2',,L reward
20-10-2019-20:56:24,,b'2',,L reward
20-10-2019-20:56:34,play,b'',,L reward
20-10-2019-20:56:38,,b'1',1,L reward
20-10-2019-20:56:39,,b'1',,L reward
20-10-2019-20:56:40,,b'1',,L reward
20-10-2019-20:56:41,,b'1',,L reward
20-10-2019-20:56:42,,b'1',,L reward
20-10-2019-20:56:43,,b'1',,L reward
20-10-2019-20:56:44,,b'1',,L reward
20-10-2019-20:56:45,,b'1',,L reward
20-10-2019-20:56:46,,b'1',,L reward
20-10-2019-20:56:47,,b'1',,L reward
20-10-2019-20:56:48,,b'1',,L reward
20-10-2019-20:56:49,,b'1',,L reward
20-10-2019-20:56:50,,b'1',,L reward
20-10-2019-20:57:00,play,b'',,L reward
20-10-2019-20:57:10,,b'',,L reward
20-10-2019-20:57:20,play,b'',,L reward
