time,signal,feeder,pump,condition
21-10-2019-00:38:36,play,b'',,L reward
21-10-2019-00:38:46,,b'',,L reward
21-10-2019-00:38:56,play,b'',,L reward
21-10-2019-00:39:06,,b'',,L reward
21-10-2019-00:39:16,play,b'',,L reward
21-10-2019-00:39:26,,b'',,L reward
21-10-2019-00:39:36,play,b'',,L reward
21-10-2019-00:39:46,,b'',,L reward
21-10-2019-00:39:56,play,b'',,L reward
21-10-2019-00:40:06,,b'',,L reward
21-10-2019-00:40:16,play,b'',,L reward
21-10-2019-00:40:26,,b'',,L reward
21-10-2019-00:40:36,play,b'',,L reward
21-10-2019-00:40:46,,b'',,L reward
21-10-2019-00:40:56,play,b'',,L reward
21-10-2019-00:41:06,,b'',,L reward
21-10-2019-00:41:17,play,b'',,L reward
21-10-2019-00:41:27,,b'',,L reward
21-10-2019-00:41:37,play,b'',,L reward
21-10-2019-00:41:47,,b'',,L reward
21-10-2019-00:41:57,play,b'',,L reward
21-10-2019-00:42:07,,b'',,L reward
21-10-2019-00:42:17,play,b'',,L reward
21-10-2019-00:42:27,,b'',,L reward
21-10-2019-00:42:37,play,b'',,L reward
21-10-2019-00:42:47,,b'',,L reward
21-10-2019-00:42:57,play,b'',,L reward
21-10-2019-00:43:07,,b'',,L reward
21-10-2019-00:43:17,play,b'',,L reward
21-10-2019-00:43:27,,b'',,L reward
21-10-2019-00:43:37,play,b'',,L reward
21-10-2019-00:43:47,,b'',,L reward
21-10-2019-00:43:57,play,b'',,L reward
21-10-2019-00:44:07,,b'',,L reward
21-10-2019-00:44:17,play,b'',,L reward
21-10-2019-00:44:27,,b'',,L reward
21-10-2019-00:44:37,play,b'',,L reward
21-10-2019-00:44:47,,b'',,L reward
21-10-2019-00:44:57,play,b'',,L reward
21-10-2019-00:45:07,,b'',,L reward
21-10-2019-00:45:17,play,b'',,L reward
21-10-2019-00:45:27,,b'',,L reward
21-10-2019-00:45:38,play,b'',,L reward
21-10-2019-00:45:48,,b'',,L reward
21-10-2019-00:45:58,play,b'',,L reward
21-10-2019-00:46:08,,b'',,L reward
21-10-2019-00:46:18,play,b'',,L reward
21-10-2019-00:46:28,,b'',,L reward
21-10-2019-00:46:38,play,b'',,L reward
21-10-2019-00:46:48,,b'',,L reward
21-10-2019-00:46:58,play,b'',,L reward
21-10-2019-00:47:08,,b'',,L reward
21-10-2019-00:47:18,play,b'',,L reward
21-10-2019-00:47:28,,b'',,L reward
21-10-2019-00:47:38,play,b'',,L reward
21-10-2019-00:47:48,,b'',,L reward
21-10-2019-00:47:58,play,b'',,L reward
21-10-2019-00:48:08,,b'',,L reward
21-10-2019-00:48:18,play,b'',,L reward
21-10-2019-00:48:28,,b'',,L reward
21-10-2019-00:48:38,play,b'',,L reward
21-10-2019-00:48:48,,b'',,L reward
21-10-2019-00:48:58,play,b'',,L reward
21-10-2019-00:49:08,,b'',,L reward
21-10-2019-00:49:18,play,b'',,L reward
21-10-2019-00:49:28,,b'',,L reward
21-10-2019-00:49:38,play,b'',,L reward
21-10-2019-00:49:48,,b'',,
21-10-2019-00:49:49,,,,L reward
21-10-2019-00:49:59,play,b'',,L reward
21-10-2019-00:50:09,,b'',,L reward
21-10-2019-00:50:19,play,b'',,L reward
21-10-2019-00:50:29,,b'',,L reward
21-10-2019-00:50:39,play,b'',,L reward
21-10-2019-00:50:49,,b'',,L reward
21-10-2019-00:50:59,play,b'',,L reward
21-10-2019-00:51:09,,b'',,L reward
21-10-2019-00:51:19,play,b'',,L reward
21-10-2019-00:51:29,,b'',,L reward
21-10-2019-00:51:39,play,b'',,L reward
21-10-2019-00:51:49,,b'',,L reward
21-10-2019-00:51:59,play,b'',,L reward
21-10-2019-00:52:09,,b'',,L reward
21-10-2019-00:52:19,play,b'',,L reward
21-10-2019-00:52:29,,b'',,L reward
21-10-2019-00:52:39,play,b'',,L reward
21-10-2019-00:52:49,,b'',,L reward
21-10-2019-00:52:59,play,b'',,L reward
21-10-2019-00:53:09,,b'',,L reward
21-10-2019-00:53:19,play,b'',,L reward
21-10-2019-00:53:29,,b'',,L reward
21-10-2019-00:53:39,play,b'',,L reward
21-10-2019-00:53:49,,b'',,L reward
21-10-2019-00:53:59,play,b'',,L reward
21-10-2019-00:54:10,,b'',,L reward
21-10-2019-00:54:20,play,b'',,L reward
21-10-2019-00:54:30,,b'',,L reward
21-10-2019-00:54:40,play,b'',,L reward
21-10-2019-00:54:50,,b'',,L reward
21-10-2019-00:55:00,play,b'',,L reward
21-10-2019-00:55:10,,b'',,L reward
21-10-2019-00:55:20,play,b'',,L reward
21-10-2019-00:55:30,,b'',,L reward
21-10-2019-00:55:40,play,b'',,L reward
21-10-2019-00:55:50,,b'',,L reward
21-10-2019-00:56:00,play,b'',,L reward
21-10-2019-00:56:10,,b'',,L reward
21-10-2019-00:56:20,play,b'',,L reward
21-10-2019-00:56:30,,b'',,L reward
21-10-2019-00:56:40,play,b'',,L reward
21-10-2019-00:56:50,,b'',,L reward
21-10-2019-00:57:00,play,b'',,L reward
21-10-2019-00:57:10,,b'',,L reward
21-10-2019-00:57:20,play,b'',,L reward
21-10-2019-00:57:30,,b'',,L reward
21-10-2019-00:57:40,play,b'',,L reward
21-10-2019-00:57:50,,b'',,L reward
21-10-2019-00:58:00,play,b'',,L reward
21-10-2019-00:58:10,,b'',,L reward
21-10-2019-00:58:20,play,b'',,L reward
21-10-2019-00:58:31,,b'',,L reward
21-10-2019-00:58:41,play,b'',,L reward
21-10-2019-00:58:51,,b'',,L reward
21-10-2019-00:59:01,play,b'',,L reward
21-10-2019-00:59:11,,b'',,L reward
21-10-2019-00:59:21,play,b'',,L reward
21-10-2019-00:59:31,,b'',,L reward
21-10-2019-00:59:41,play,b'',,L reward
21-10-2019-00:59:51,,b'',,L reward
21-10-2019-01:00:01,play,b'',,L reward
21-10-2019-01:00:11,,b'',,L reward
21-10-2019-01:00:21,play,b'',,L reward
21-10-2019-01:00:31,,b'',,L reward
21-10-2019-01:00:41,play,b'',,L reward
21-10-2019-01:00:51,,b'',,L reward
21-10-2019-01:01:01,play,b'',,L reward
21-10-2019-01:01:11,,b'',,L reward
21-10-2019-01:01:21,play,b'',,L reward
21-10-2019-01:01:31,,b'',,L reward
21-10-2019-01:01:41,play,b'',,L reward
21-10-2019-01:01:51,,b'',,L reward
21-10-2019-01:02:01,play,b'',,L reward
21-10-2019-01:02:11,,b'',,L reward
21-10-2019-01:02:21,play,b'',,L reward
21-10-2019-01:02:31,,b'',,L reward
21-10-2019-01:02:41,,b'',,L reward
21-10-2019-01:02:42,play,,,L reward
21-10-2019-01:02:52,,b'',,L reward
21-10-2019-01:03:02,play,b'',,L reward
21-10-2019-01:03:12,,b'',,L reward
21-10-2019-01:03:22,play,b'',,L reward
21-10-2019-01:03:32,,b'',,L reward
21-10-2019-01:03:42,play,b'',,L reward
21-10-2019-01:03:52,,b'',,L reward
21-10-2019-01:04:02,play,b'',,L reward
21-10-2019-01:04:12,,b'',,L reward
21-10-2019-01:04:22,play,b'',,L reward
21-10-2019-01:04:32,,b'',,L reward
21-10-2019-01:04:42,play,b'',,L reward
21-10-2019-01:04:52,,b'',,L reward
21-10-2019-01:05:02,play,b'',,L reward
21-10-2019-01:05:12,,b'',,L reward
21-10-2019-01:05:22,play,b'',,L reward
21-10-2019-01:05:32,,b'',,L reward
21-10-2019-01:05:42,play,b'',,L reward
21-10-2019-01:05:52,,b'',,L reward
21-10-2019-01:06:02,play,b'',,L reward
21-10-2019-01:06:12,,b'',,L reward
21-10-2019-01:06:22,play,b'',,L reward
21-10-2019-01:06:32,,b'',,L reward
21-10-2019-01:06:42,play,b'',,L reward
21-10-2019-01:06:52,,b'',,L reward
21-10-2019-01:07:02,,b'',,L reward
21-10-2019-01:07:04,play,,,L reward
21-10-2019-01:07:14,,b'',,L reward
21-10-2019-01:07:24,play,b'',,L reward
21-10-2019-01:07:34,,b'',,L reward
21-10-2019-01:07:44,play,b'',,L reward
21-10-2019-01:07:54,,b'',,L reward
21-10-2019-01:08:04,play,b'',,L reward
21-10-2019-01:08:14,,b'',,L reward
21-10-2019-01:08:24,play,b'',,L reward
21-10-2019-01:08:34,,b'',,L reward
21-10-2019-01:08:44,play,b'',,L reward
21-10-2019-01:08:54,,b'',,L reward
21-10-2019-01:09:04,play,b'',,R reward
21-10-2019-01:09:15,,b'',,R reward
21-10-2019-01:09:25,play,b'',,R reward
21-10-2019-01:09:35,,b'',,R reward
21-10-2019-01:09:45,play,b'',,R reward
21-10-2019-01:09:55,,b'',,R reward
21-10-2019-01:10:05,play,b'',,R reward
21-10-2019-01:10:15,,b'',,R reward
21-10-2019-01:10:25,play,b'',,R reward
21-10-2019-01:10:35,,b'',,R reward
21-10-2019-01:10:45,play,b'',,R reward
21-10-2019-01:10:55,,b'',,R reward
21-10-2019-01:11:05,play,b'',,R reward
21-10-2019-01:11:15,,b'',,R reward
21-10-2019-01:11:25,play,b'',,R reward
21-10-2019-01:11:35,,b'',,R reward
21-10-2019-01:11:45,play,b'',,R reward
21-10-2019-01:11:55,,b'',,R reward
21-10-2019-01:12:05,play,b'',,R reward
21-10-2019-01:12:15,,b'',,R reward
21-10-2019-01:12:25,play,b'',,R reward
21-10-2019-01:12:35,,b'',,R reward
21-10-2019-01:12:45,play,b'',,R reward
21-10-2019-01:12:55,,b'',,R reward
21-10-2019-01:13:05,play,b'',,R reward
21-10-2019-01:13:15,,b'',,R reward
21-10-2019-01:13:25,,b'',,R reward
21-10-2019-01:13:26,play,,,R reward
21-10-2019-01:13:36,,b'',,R reward
21-10-2019-01:13:46,play,b'',,R reward
21-10-2019-01:13:56,,b'',,R reward
21-10-2019-01:14:06,play,b'',,R reward
21-10-2019-01:14:16,,b'',,R reward
21-10-2019-01:14:26,play,b'',,R reward
21-10-2019-01:14:36,,b'',,R reward
21-10-2019-01:14:46,play,b'',,R reward
21-10-2019-01:14:56,,b'',,R reward
21-10-2019-01:15:06,play,b'',,R reward
21-10-2019-01:15:16,,b'',,R reward
21-10-2019-01:15:26,play,b'',,R reward
21-10-2019-01:15:36,,b'',,R reward
21-10-2019-01:15:46,play,b'',,R reward
21-10-2019-01:15:56,,b'',,R reward
21-10-2019-01:16:06,play,b'',,R reward
21-10-2019-01:16:16,,b'',,R reward
21-10-2019-01:16:26,play,b'',,R reward
21-10-2019-01:16:36,,b'',,R reward
21-10-2019-01:16:46,play,b'',,R reward
21-10-2019-01:16:56,,b'',,R reward
21-10-2019-01:17:06,play,b'',,R reward
21-10-2019-01:17:16,,b'',,R reward
21-10-2019-01:17:26,play,b'',,R reward
21-10-2019-01:17:36,,b'',,R reward
21-10-2019-01:17:46,,b'',,
21-10-2019-01:17:47,play,,,R reward
21-10-2019-01:17:57,,b'',,R reward
21-10-2019-01:18:07,play,b'',,R reward
21-10-2019-01:18:17,,b'',,R reward
21-10-2019-01:18:27,play,b'',,R reward
21-10-2019-01:18:37,,b'',,R reward
21-10-2019-01:18:47,play,b'',,R reward
21-10-2019-01:18:57,,b'',,R reward
21-10-2019-01:19:07,play,b'',,R reward
21-10-2019-01:19:17,,b'',,R reward
21-10-2019-01:19:27,play,b'',,R reward
21-10-2019-01:19:37,,b'',,R reward
21-10-2019-01:19:47,play,b'',,R reward
21-10-2019-01:19:57,,b'',,R reward
21-10-2019-01:20:07,play,b'',,R reward
21-10-2019-01:20:17,,b'',,R reward
21-10-2019-01:20:27,play,b'',,R reward
21-10-2019-01:20:37,,b'',,R reward
21-10-2019-01:20:47,play,b'',,R reward
21-10-2019-01:20:57,,b'',,R reward
21-10-2019-01:21:07,play,b'',,R reward
21-10-2019-01:21:17,,b'',,R reward
21-10-2019-01:21:27,play,b'',,R reward
21-10-2019-01:21:37,,b'',,R reward
21-10-2019-01:21:47,play,b'',,R reward
21-10-2019-01:21:58,,b'',,R reward
21-10-2019-01:22:08,play,b'',,R reward
21-10-2019-01:22:18,,b'',,R reward
21-10-2019-01:22:28,play,b'',,R reward
21-10-2019-01:22:38,,b'',,R reward
21-10-2019-01:22:48,play,b'',,R reward
21-10-2019-01:22:58,,b'',,R reward
21-10-2019-01:23:08,play,b'',,R reward
21-10-2019-01:23:18,,b'',,R reward
21-10-2019-01:23:28,play,b'',,R reward
21-10-2019-01:23:38,,b'',,R reward
21-10-2019-01:23:48,play,b'',,R reward
21-10-2019-01:23:58,,b'',,R reward
21-10-2019-01:24:08,play,b'',,R reward
21-10-2019-01:24:18,,b'',,R reward
21-10-2019-01:24:28,play,b'',,R reward
21-10-2019-01:24:38,,b'',,R reward
21-10-2019-01:24:48,play,b'',,R reward
21-10-2019-01:24:58,,b'',,R reward
21-10-2019-01:25:08,play,b'',,R reward
21-10-2019-01:25:18,,b'',,R reward
21-10-2019-01:25:28,play,b'',,R reward
21-10-2019-01:25:38,,b'',,R reward
21-10-2019-01:25:48,play,b'',,R reward
21-10-2019-01:25:58,,b'',,R reward
21-10-2019-01:26:08,,b'',,R reward
21-10-2019-01:26:09,play,,,R reward
21-10-2019-01:26:19,,b'',,R reward
21-10-2019-01:26:29,play,b'',,R reward
21-10-2019-01:26:39,,b'',,R reward
21-10-2019-01:26:49,play,b'',,R reward
21-10-2019-01:26:59,,b'',,R reward
21-10-2019-01:27:09,play,b'',,R reward
21-10-2019-01:27:19,,b'',,R reward
21-10-2019-01:27:29,play,b'',,R reward
21-10-2019-01:27:39,,b'',,R reward
21-10-2019-01:27:49,play,b'',,R reward
21-10-2019-01:27:59,,b'',,R reward
21-10-2019-01:28:09,play,b'',,R reward
21-10-2019-01:28:19,,b'',,R reward
21-10-2019-01:28:29,play,b'',,R reward
21-10-2019-01:28:39,,b'',,R reward
21-10-2019-01:28:49,play,b'',,R reward
21-10-2019-01:28:59,,b'',,R reward
21-10-2019-01:29:09,play,b'',,R reward
21-10-2019-01:29:19,,b'',,R reward
21-10-2019-01:29:29,play,b'',,R reward
21-10-2019-01:29:39,,b'',,R reward
21-10-2019-01:29:49,play,b'',,R reward
21-10-2019-01:29:59,,b'',,R reward
21-10-2019-01:30:09,play,b'',,R reward
21-10-2019-01:30:19,,b'',,R reward
21-10-2019-01:30:30,play,b'',,R reward
21-10-2019-01:30:40,,b'',,R reward
21-10-2019-01:30:50,play,b'',,R reward
21-10-2019-01:31:00,,b'',,R reward
21-10-2019-01:31:10,play,b'',,R reward
21-10-2019-01:31:20,,b'',,R reward
21-10-2019-01:31:30,play,b'',,R reward
21-10-2019-01:31:40,,b'',,R reward
21-10-2019-01:31:50,play,b'',,R reward
21-10-2019-01:32:00,,b'',,R reward
21-10-2019-01:32:10,play,b'',,R reward
21-10-2019-01:32:20,,b'',,R reward
21-10-2019-01:32:30,play,b'',,R reward
21-10-2019-01:32:40,,b'',,R reward
21-10-2019-01:32:50,play,b'',,R reward
21-10-2019-01:33:00,,b'',,R reward
21-10-2019-01:33:10,play,b'',,R reward
21-10-2019-01:33:20,,b'',,R reward
21-10-2019-01:33:30,play,b'',,R reward
21-10-2019-01:33:40,,b'',,R reward
21-10-2019-01:33:50,play,b'',,R reward
21-10-2019-01:34:00,,b'',,R reward
21-10-2019-01:34:10,play,b'',,R reward
21-10-2019-01:34:20,,b'',,R reward
21-10-2019-01:34:30,,b'',,R reward
21-10-2019-01:34:31,play,,,R reward
21-10-2019-01:34:41,,b'',,R reward
21-10-2019-01:34:51,play,b'',,R reward
21-10-2019-01:35:01,,b'',,R reward
21-10-2019-01:35:11,play,b'',,R reward
21-10-2019-01:35:21,,b'',,R reward
21-10-2019-01:35:31,play,b'',,R reward
21-10-2019-01:35:41,,b'',,R reward
21-10-2019-01:35:51,play,b'',,R reward
21-10-2019-01:36:01,,b'',,R reward
21-10-2019-01:36:11,play,b'',,R reward
21-10-2019-01:36:21,,b'',,R reward
21-10-2019-01:36:31,play,b'',,R reward
21-10-2019-01:36:41,,b'',,R reward
21-10-2019-01:36:51,play,b'',,R reward
21-10-2019-01:37:01,,b'',,R reward
21-10-2019-01:37:11,play,b'',,R reward
21-10-2019-01:37:21,,b'',,R reward
21-10-2019-01:37:31,play,b'',,R reward
21-10-2019-01:37:41,,b'',,R reward
21-10-2019-01:37:51,play,b'',,R reward
21-10-2019-01:38:01,,b'',,R reward
21-10-2019-01:38:11,play,b'',,R reward
21-10-2019-01:38:21,,b'',,R reward
21-10-2019-01:38:31,play,b'',,R reward
21-10-2019-01:38:42,,b'',,R reward
21-10-2019-01:38:52,play,b'',,R reward
21-10-2019-01:39:02,,b'',,R reward
21-10-2019-01:39:12,play,b'',,R reward
21-10-2019-01:39:22,,b'',,R reward
21-10-2019-01:39:32,play,b'',,R reward
21-10-2019-01:39:42,,b'',,R reward
21-10-2019-01:39:52,play,b'',,R reward
21-10-2019-01:40:02,,b'',,R reward
21-10-2019-01:40:12,play,b'',,R reward
21-10-2019-01:40:22,,b'',,R reward
21-10-2019-01:40:32,play,b'',,R reward
21-10-2019-01:40:42,,b'',,R reward
21-10-2019-01:40:52,play,b'',,R reward
21-10-2019-01:41:02,,b'',,R reward
21-10-2019-01:41:12,play,b'',,R reward
21-10-2019-01:41:22,,b'',,R reward
21-10-2019-01:41:32,play,b'',,R reward
21-10-2019-01:41:42,,b'',,R reward
21-10-2019-01:41:52,play,b'',,R reward
21-10-2019-01:42:01,,b'2',2,R reward
21-10-2019-01:42:02,,b'2',,R reward
21-10-2019-01:42:03,,b'2',,R reward
21-10-2019-01:42:04,,b'2',,R reward
21-10-2019-01:42:05,,b'2',,R reward
21-10-2019-01:42:06,,b'2',,R reward
21-10-2019-01:42:07,,b'2',,R reward
21-10-2019-01:42:08,,b'2',,R reward
21-10-2019-01:42:09,,b'2',,R reward
21-10-2019-01:42:10,,b'2',,R reward
21-10-2019-01:42:11,,b'2',,R reward
21-10-2019-01:42:12,,b'2',,R reward
21-10-2019-01:42:13,,b'2',,R reward
21-10-2019-01:42:14,,b'2',,R reward
21-10-2019-01:42:15,,b'2',,R reward
21-10-2019-01:42:16,,b'2',,R reward
21-10-2019-01:42:17,,b'2',,R reward
21-10-2019-01:42:18,,b'2',,R reward
21-10-2019-01:42:19,,b'2',,R reward
21-10-2019-01:42:20,,b'2',,R reward
21-10-2019-01:42:21,,b'2',,R reward
21-10-2019-01:42:22,,b'2',,R reward
21-10-2019-01:42:23,,b'2',,R reward
21-10-2019-01:42:24,,b'2',,R reward
21-10-2019-01:42:25,,b'2',,R reward
21-10-2019-01:42:26,,b'2',,R reward
21-10-2019-01:42:27,,b'2',,R reward
21-10-2019-01:42:28,,b'2',,R reward
21-10-2019-01:42:29,,b'2',,R reward
21-10-2019-01:42:30,,b'2',,R reward
21-10-2019-01:42:31,,b'2',,R reward
21-10-2019-01:42:32,,b'2',,R reward
21-10-2019-01:42:33,,b'2',,R reward
21-10-2019-01:42:34,,b'2',,R reward
21-10-2019-01:42:35,,b'2',,R reward
21-10-2019-01:42:36,,b'2',,R reward
21-10-2019-01:42:37,,b'2',,R reward
21-10-2019-01:42:38,,b'2',,R reward
21-10-2019-01:42:39,,b'2',,R reward
21-10-2019-01:42:40,,b'2',,R reward
21-10-2019-01:42:41,,b'2',,R reward
21-10-2019-01:42:42,,b'2',,R reward
21-10-2019-01:42:43,,b'2',,R reward
21-10-2019-01:42:44,,b'2',,R reward
21-10-2019-01:42:45,,b'2',,R reward
21-10-2019-01:42:46,,b'2',,R reward
21-10-2019-01:42:47,,b'2',,R reward
21-10-2019-01:42:48,,b'2',,R reward
21-10-2019-01:42:49,,b'2',,R reward
21-10-2019-01:42:50,,b'2',,R reward
21-10-2019-01:42:51,,b'2',,R reward
21-10-2019-01:42:52,,b'2',,R reward
21-10-2019-01:42:53,,b'2',,R reward
21-10-2019-01:42:54,,b'2',,R reward
21-10-2019-01:42:55,,b'2',,R reward
21-10-2019-01:42:56,,b'2',,R reward
21-10-2019-01:42:57,,b'2',,R reward
21-10-2019-01:42:58,,b'2',,R reward
21-10-2019-01:42:59,,b'2',,R reward
21-10-2019-01:43:00,,b'2',,R reward
21-10-2019-01:43:01,,b'2',,R reward
21-10-2019-01:43:02,,b'2',,R reward
21-10-2019-01:43:03,,b'2',,R reward
21-10-2019-01:43:04,,b'2',,R reward
21-10-2019-01:43:05,,b'2',,R reward
21-10-2019-01:43:06,,b'2',,R reward
21-10-2019-01:43:16,play,b'',,R reward
21-10-2019-01:43:26,,b'',,R reward
21-10-2019-01:43:36,play,b'',,R reward
21-10-2019-01:43:46,,b'',,R reward
21-10-2019-01:43:56,play,b'',,R reward
21-10-2019-01:44:06,,b'',,R reward
21-10-2019-01:44:16,,b'',,R reward
21-10-2019-01:44:17,play,,,R reward
21-10-2019-01:44:27,,b'',,R reward
21-10-2019-01:44:37,play,b'',,R reward
21-10-2019-01:44:47,,b'',,R reward
21-10-2019-01:44:57,play,b'',,R reward
21-10-2019-01:45:07,,b'',,R reward
21-10-2019-01:45:17,play,b'',,R reward
21-10-2019-01:45:27,,b'',,R reward
21-10-2019-01:45:37,play,b'',,R reward
21-10-2019-01:45:47,,b'',,R reward
21-10-2019-01:45:57,play,b'',,R reward
21-10-2019-01:46:07,,b'',,R reward
21-10-2019-01:46:17,play,b'',,R reward
21-10-2019-01:46:27,,b'',,R reward
21-10-2019-01:46:37,play,b'',,R reward
21-10-2019-01:46:47,,b'',,R reward
21-10-2019-01:46:57,play,b'',,R reward
21-10-2019-01:47:07,,b'',,R reward
21-10-2019-01:47:17,play,b'',,R reward
21-10-2019-01:47:27,,b'',,R reward
21-10-2019-01:47:37,play,b'',,R reward
21-10-2019-01:47:47,,b'',,R reward
21-10-2019-01:47:57,play,b'',,R reward
21-10-2019-01:48:07,,b'',,R reward
21-10-2019-01:48:17,play,b'',,R reward
21-10-2019-01:48:28,,b'',,R reward
21-10-2019-01:48:38,play,b'',,R reward
21-10-2019-01:48:48,,b'',,R reward
21-10-2019-01:48:58,play,b'',,R reward
21-10-2019-01:49:08,,b'',,R reward
21-10-2019-01:49:18,play,b'',,R reward
21-10-2019-01:49:28,,b'',,R reward
21-10-2019-01:49:38,play,b'',,R reward
21-10-2019-01:49:48,,b'',,R reward
21-10-2019-01:49:58,play,b'',,R reward
21-10-2019-01:50:08,,b'',,R reward
21-10-2019-01:50:18,play,b'',,R reward
21-10-2019-01:50:28,,b'',,R reward
21-10-2019-01:50:38,play,b'',,R reward
21-10-2019-01:50:48,,b'',,R reward
21-10-2019-01:50:58,play,b'',,R reward
21-10-2019-01:51:08,,b'',,R reward
21-10-2019-01:51:18,play,b'',,R reward
21-10-2019-01:51:28,,b'',,R reward
21-10-2019-01:51:38,play,b'',,R reward
21-10-2019-01:51:48,,b'',,R reward
21-10-2019-01:51:58,play,b'',,R reward
21-10-2019-01:52:08,,b'',,R reward
21-10-2019-01:52:18,play,b'',,R reward
21-10-2019-01:52:28,,b'',,R reward
21-10-2019-01:52:39,play,b'',,R reward
21-10-2019-01:52:49,,b'',,R reward
21-10-2019-01:52:59,play,b'',,R reward
21-10-2019-01:53:09,,b'',,R reward
21-10-2019-01:53:19,play,b'',,R reward
21-10-2019-01:53:29,,b'',,R reward
21-10-2019-01:53:39,play,b'',,R reward
21-10-2019-01:53:49,,b'',,R reward
21-10-2019-01:53:59,play,b'',,R reward
21-10-2019-01:54:09,,b'',,R reward
21-10-2019-01:54:19,play,b'',,R reward
21-10-2019-01:54:29,,b'',,R reward
21-10-2019-01:54:39,play,b'',,R reward
21-10-2019-01:54:49,,b'',,R reward
21-10-2019-01:54:59,play,b'',,R reward
21-10-2019-01:55:09,,b'',,R reward
21-10-2019-01:55:19,play,b'',,R reward
21-10-2019-01:55:29,,b'',,R reward
21-10-2019-01:55:39,play,b'',,R reward
21-10-2019-01:55:49,,b'',,R reward
21-10-2019-01:55:59,play,b'',,R reward
21-10-2019-01:56:09,,b'',,R reward
21-10-2019-01:56:19,play,b'',,R reward
21-10-2019-01:56:29,,b'',,R reward
21-10-2019-01:56:32,,b'1',1,R reward
21-10-2019-01:56:33,,b'1',,R reward
21-10-2019-01:56:34,,b'1',,R reward
21-10-2019-01:56:35,,b'1',,R reward
21-10-2019-01:56:36,,b'1',,R reward
21-10-2019-01:56:37,,b'1',,R reward
21-10-2019-01:56:38,,b'1',,R reward
21-10-2019-01:56:39,,b'1',,R reward
21-10-2019-01:56:40,,b'1',,R reward
21-10-2019-01:56:41,,b'1',,R reward
21-10-2019-01:56:42,,b'1',,R reward
21-10-2019-01:56:43,,b'1',,R reward
21-10-2019-01:56:44,,b'1',,R reward
21-10-2019-01:56:45,,b'1',,R reward
21-10-2019-01:56:46,,b'1',,R reward
21-10-2019-01:56:47,,b'1',,R reward
21-10-2019-01:56:48,,b'1',,R reward
21-10-2019-01:56:49,,b'1',,R reward
21-10-2019-01:56:50,,b'1',,R reward
21-10-2019-01:56:51,,b'1',,R reward
21-10-2019-01:56:52,,b'1',,R reward
21-10-2019-01:56:53,,b'1',,R reward
21-10-2019-01:56:54,,b'1',,R reward
21-10-2019-01:56:55,,b'1',,R reward
21-10-2019-01:56:56,,b'1',,R reward
21-10-2019-01:56:57,,b'1',,R reward
21-10-2019-01:56:58,,b'1',,R reward
21-10-2019-01:56:59,,b'1',,R reward
21-10-2019-01:57:00,,b'1',,R reward
21-10-2019-01:57:01,,b'1',,R reward
21-10-2019-01:57:02,,b'1',,R reward
21-10-2019-01:57:03,,b'1',,R reward
21-10-2019-01:57:04,,b'1',,R reward
21-10-2019-01:57:05,,b'1',,R reward
21-10-2019-01:57:06,,b'1',,R reward
21-10-2019-01:57:07,,b'1',,R reward
21-10-2019-01:57:08,,b'1',,R reward
21-10-2019-01:57:18,play,b'',,R reward
21-10-2019-01:57:28,,b'',,R reward
21-10-2019-01:57:38,play,b'',,R reward
21-10-2019-01:57:48,,b'',,R reward
21-10-2019-01:57:58,play,b'',,R reward
21-10-2019-01:58:08,,b'',,R reward
21-10-2019-01:58:18,play,b'',,R reward
21-10-2019-01:58:28,,b'',,R reward
21-10-2019-01:58:38,play,b'',,R reward
21-10-2019-01:58:48,,b'',,R reward
21-10-2019-01:58:58,play,b'',,R reward
21-10-2019-01:59:08,,b'',,R reward
21-10-2019-01:59:18,play,b'',,R reward
21-10-2019-01:59:28,,b'',,R reward
21-10-2019-01:59:38,play,b'',,R reward
21-10-2019-01:59:48,,b'',,R reward
21-10-2019-01:59:58,play,b'',,R reward
21-10-2019-02:00:08,,b'',,R reward
21-10-2019-02:00:18,play,b'',,R reward
21-10-2019-02:00:28,,b'',,R reward
21-10-2019-02:00:38,play,b'',,R reward
21-10-2019-02:00:49,,b'',,R reward
21-10-2019-02:00:59,play,b'',,R reward
21-10-2019-02:01:09,,b'',,R reward
21-10-2019-02:01:19,play,b'',,R reward
21-10-2019-02:01:29,,b'',,R reward
21-10-2019-02:01:39,play,b'',,R reward
21-10-2019-02:01:49,,b'',,R reward
21-10-2019-02:01:59,play,b'',,R reward
21-10-2019-02:02:09,,b'',,R reward
21-10-2019-02:02:19,play,b'',,R reward
21-10-2019-02:02:29,,b'',,R reward
21-10-2019-02:02:39,play,b'',,R reward
21-10-2019-02:02:49,,b'',,R reward
21-10-2019-02:02:59,play,b'',,R reward
21-10-2019-02:03:09,,b'',,R reward
21-10-2019-02:03:19,play,b'',,R reward
21-10-2019-02:03:29,,b'',,R reward
21-10-2019-02:03:39,play,b'',,R reward
21-10-2019-02:03:49,,b'',,R reward
21-10-2019-02:03:59,play,b'',,R reward
21-10-2019-02:04:09,,b'',,R reward
21-10-2019-02:04:19,play,b'',,R reward
21-10-2019-02:04:29,,b'',,R reward
21-10-2019-02:04:39,play,b'',,R reward
21-10-2019-02:04:50,,b'',,R reward
21-10-2019-02:05:00,play,b'',,R reward
21-10-2019-02:05:10,,b'',,R reward
21-10-2019-02:05:20,play,b'',,R reward
21-10-2019-02:05:30,,b'',,R reward
