,signal,feeder,pump
13-05-2019-04:38:53,,b'',
13-05-2019-04:38:59,,b'',
13-05-2019-04:39:04,,b'',
13-05-2019-04:39:09,play,b'',
13-05-2019-04:39:16,,b'',
13-05-2019-04:39:21,,b'',
13-05-2019-04:39:26,,b'',
13-05-2019-04:39:31,,b'2',2
13-05-2019-04:39:33,,b'2',
13-05-2019-04:39:34,,b'2',
13-05-2019-04:39:35,,b'2',
13-05-2019-04:39:36,,b'2',
13-05-2019-04:39:37,,b'2',
13-05-2019-04:39:38,,b'2',
13-05-2019-04:39:39,,b'2',
13-05-2019-04:39:40,,b'2',
13-05-2019-04:39:41,,b'2',
13-05-2019-04:39:42,,b'2',
13-05-2019-04:39:43,,b'2',
13-05-2019-04:39:44,,b'2',
13-05-2019-04:39:45,,b'2',
13-05-2019-04:39:46,,b'2',
13-05-2019-04:39:47,,b'2',
13-05-2019-04:39:48,,b'2',
13-05-2019-04:39:49,,b'2',
13-05-2019-04:39:50,,b'2',
13-05-2019-04:39:51,,b'2',
13-05-2019-04:39:52,,b'2',
13-05-2019-04:39:53,,b'2',
13-05-2019-04:39:54,,b'2',
13-05-2019-04:39:55,,b'2',
13-05-2019-04:39:56,,b'2',
13-05-2019-04:39:57,,b'2',
13-05-2019-04:39:58,,b'2',
13-05-2019-04:40:03,play,b'',
13-05-2019-04:40:07,,b'2',2
13-05-2019-04:40:08,,b'2',
13-05-2019-04:40:09,,b'2',
13-05-2019-04:40:10,,b'2',
13-05-2019-04:40:11,,b'2',
13-05-2019-04:40:12,,b'2',
13-05-2019-04:40:13,,b'2',
13-05-2019-04:40:14,,b'2',
13-05-2019-04:40:15,,b'2',
13-05-2019-04:40:16,,b'2',
13-05-2019-04:40:17,,b'2',
13-05-2019-04:40:18,,b'2',
13-05-2019-04:40:19,,b'2',
13-05-2019-04:40:20,,b'2',
13-05-2019-04:40:21,,b'2',
13-05-2019-04:40:22,,b'2',
13-05-2019-04:40:23,,b'2',
13-05-2019-04:40:24,,b'2',
13-05-2019-04:40:29,play,b'',
13-05-2019-04:40:36,,b'',
13-05-2019-04:40:41,,b'',
13-05-2019-04:40:46,,b'',
13-05-2019-04:40:51,play,b'',
13-05-2019-04:40:58,,b'',
13-05-2019-04:41:03,,b'',
13-05-2019-04:41:08,,b'',
13-05-2019-04:41:14,play,b'',
13-05-2019-04:41:21,,b'',
13-05-2019-04:41:26,,b'',
13-05-2019-04:41:31,,b'',
13-05-2019-04:41:36,play,b'',
13-05-2019-04:41:38,,b'2',2
13-05-2019-04:41:39,,b'2',
13-05-2019-04:41:40,,b'2',
13-05-2019-04:41:41,,b'2',
13-05-2019-04:41:42,,b'2',
13-05-2019-04:41:43,,b'2',
13-05-2019-04:41:44,,b'2',
13-05-2019-04:41:45,,b'2',
13-05-2019-04:41:46,,b'2',
13-05-2019-04:41:47,,b'2',
13-05-2019-04:41:48,,b'2',
13-05-2019-04:41:49,,b'2',
13-05-2019-04:41:50,,b'2',
13-05-2019-04:41:51,,b'2',
13-05-2019-04:41:52,,b'2',
13-05-2019-04:41:53,,b'2',
13-05-2019-04:41:54,,b'2',
13-05-2019-04:41:55,,b'2',
13-05-2019-04:41:56,,b'2',
13-05-2019-04:41:57,,b'2',
13-05-2019-04:41:58,,b'2',
13-05-2019-04:41:59,,b'2',
13-05-2019-04:42:00,,b'2',
13-05-2019-04:42:01,,b'2',
13-05-2019-04:42:02,,b'2',
13-05-2019-04:42:03,,b'2',
13-05-2019-04:42:04,,b'2',
13-05-2019-04:42:05,,b'2',
13-05-2019-04:42:06,,b'2',
13-05-2019-04:42:07,,b'2',
13-05-2019-04:42:08,,b'2',
13-05-2019-04:42:09,,b'2',
13-05-2019-04:42:14,play,b'',
13-05-2019-04:42:21,,b'',
13-05-2019-04:42:26,,b'2',2
13-05-2019-04:42:27,,b'2',
13-05-2019-04:42:28,,b'2',
13-05-2019-04:42:29,,b'2',
13-05-2019-04:42:30,,b'2',
13-05-2019-04:42:32,,b'2',
13-05-2019-04:42:33,,b'2',
13-05-2019-04:42:34,,b'2',
13-05-2019-04:42:35,,b'2',
13-05-2019-04:42:36,,b'2',
13-05-2019-04:42:38,,b'2',
13-05-2019-04:42:39,,b'2',
13-05-2019-04:42:40,,b'2',
13-05-2019-04:42:41,,b'2',
13-05-2019-04:42:42,,b'2',
13-05-2019-04:42:43,,b'2',
13-05-2019-04:42:44,,b'2',
13-05-2019-04:42:45,,b'2',
13-05-2019-04:42:46,,b'2',
13-05-2019-04:42:47,,b'2',
13-05-2019-04:42:49,,b'2',
13-05-2019-04:42:54,play,b'',
13-05-2019-04:43:01,,b'',
13-05-2019-04:43:07,,b'',
13-05-2019-04:43:12,,b'',
13-05-2019-04:43:17,play,b'',
13-05-2019-04:43:24,,b'',
13-05-2019-04:43:27,,b'2',2
13-05-2019-04:43:28,,b'2',
13-05-2019-04:43:29,,b'2',
13-05-2019-04:43:30,,b'2',
13-05-2019-04:43:31,,b'2',
13-05-2019-04:43:32,,b'2',
13-05-2019-04:43:33,,b'2',
13-05-2019-04:43:34,,b'2',
13-05-2019-04:43:35,,b'2',
13-05-2019-04:43:36,,b'2',
13-05-2019-04:43:37,,b'2',
13-05-2019-04:43:38,,b'2',
13-05-2019-04:43:39,,b'2',
13-05-2019-04:43:40,,b'2',
13-05-2019-04:43:41,,b'2',
13-05-2019-04:43:42,,b'2',
13-05-2019-04:43:43,,b'2',
13-05-2019-04:43:44,,b'2',
13-05-2019-04:43:47,,b'2',
13-05-2019-04:43:48,,b'2',
13-05-2019-04:43:49,,b'2',
13-05-2019-04:43:50,,b'2',
13-05-2019-04:43:51,,b'2',
13-05-2019-04:43:52,,b'2',
13-05-2019-04:43:53,,b'2',
13-05-2019-04:43:54,,b'2',
13-05-2019-04:43:55,,b'2',
13-05-2019-04:43:56,,b'2',
13-05-2019-04:43:57,,b'2',
13-05-2019-04:43:58,,b'2',
13-05-2019-04:43:59,,b'2',
13-05-2019-04:44:00,,b'2',
13-05-2019-04:44:05,play,b'',
13-05-2019-04:44:12,,b'',
13-05-2019-04:44:18,,b'',
13-05-2019-04:44:23,,b'',
13-05-2019-04:44:28,play,b'',
13-05-2019-04:44:35,,b'',
13-05-2019-04:44:40,,b'',
13-05-2019-04:44:45,,b'',
13-05-2019-04:44:50,play,b'',
13-05-2019-04:44:57,,b'',
13-05-2019-04:45:02,,b'',
13-05-2019-04:45:07,,b'',
13-05-2019-04:45:12,play,b'',
13-05-2019-04:45:17,,b'1',1
13-05-2019-04:45:18,,b'1',
13-05-2019-04:45:23,,b'',
13-05-2019-04:45:28,,b'',
13-05-2019-04:45:33,,b'',
13-05-2019-04:45:38,,b'',
13-05-2019-04:45:39,play,,
13-05-2019-04:45:46,,b'',
13-05-2019-04:45:51,,b'2',2
13-05-2019-04:45:54,,b'2',
13-05-2019-04:45:55,,b'2',
13-05-2019-04:45:56,,b'2',
13-05-2019-04:45:57,,b'2',
13-05-2019-04:45:58,,b'2',
13-05-2019-04:45:59,,b'2',
13-05-2019-04:46:00,,b'2',
13-05-2019-04:46:01,,b'2',
13-05-2019-04:46:02,,b'2',
13-05-2019-04:46:03,,b'2',
13-05-2019-04:46:04,,b'2',
13-05-2019-04:46:05,,b'2',
13-05-2019-04:46:06,,b'2',
13-05-2019-04:46:07,,b'2',
13-05-2019-04:46:08,,b'2',
13-05-2019-04:46:09,,b'2',
13-05-2019-04:46:10,,b'2',
13-05-2019-04:46:11,,b'2',
13-05-2019-04:46:12,,b'2',
13-05-2019-04:46:13,,b'2',
13-05-2019-04:46:14,,b'2',
13-05-2019-04:46:15,,b'2',
13-05-2019-04:46:16,,b'2',
13-05-2019-04:46:17,,b'2',
13-05-2019-04:46:18,,b'2',
13-05-2019-04:46:19,,b'2',
13-05-2019-04:46:20,,b'2',
13-05-2019-04:46:21,,b'2',
13-05-2019-04:46:22,,b'2',
13-05-2019-04:46:23,,b'2',
13-05-2019-04:46:24,,b'2',
13-05-2019-04:46:25,,b'2',
13-05-2019-04:46:30,play,b'',
13-05-2019-04:46:32,,b'2',2
13-05-2019-04:46:33,,b'2',
13-05-2019-04:46:34,,b'2',
13-05-2019-04:46:35,,b'2',
13-05-2019-04:46:36,,b'2',
13-05-2019-04:46:37,,b'2',
13-05-2019-04:46:38,,b'2',
13-05-2019-04:46:39,,b'2',
13-05-2019-04:46:40,,b'2',
13-05-2019-04:46:41,,b'2',
13-05-2019-04:46:42,,b'2',
13-05-2019-04:46:43,,b'2',
13-05-2019-04:46:44,,b'2',
13-05-2019-04:46:45,,b'2',
13-05-2019-04:46:46,,b'2',
13-05-2019-04:46:47,,b'2',
13-05-2019-04:46:48,,b'2',
13-05-2019-04:46:49,,b'2',
13-05-2019-04:46:50,,b'2',
13-05-2019-04:46:51,,b'2',
13-05-2019-04:46:52,,b'2',
13-05-2019-04:46:53,,b'2',
13-05-2019-04:46:54,,b'2',
13-05-2019-04:46:55,,b'2',
13-05-2019-04:46:56,,b'2',
13-05-2019-04:46:57,,b'2',
13-05-2019-04:47:02,play,b'',
13-05-2019-04:47:09,,b'',
13-05-2019-04:47:14,,b'',
13-05-2019-04:47:19,,b'',
13-05-2019-04:47:25,play,b'',
13-05-2019-04:47:32,,b'',
13-05-2019-04:47:37,,b'',
13-05-2019-04:47:42,,b'',
13-05-2019-04:47:47,play,b'',
13-05-2019-04:47:54,,b'',
13-05-2019-04:47:59,,b'',
13-05-2019-04:48:04,,b'',
13-05-2019-04:48:09,play,b'',
13-05-2019-04:48:16,,b'',
13-05-2019-04:48:21,,b'',
13-05-2019-04:48:26,,b'',
13-05-2019-04:48:32,play,b'',
13-05-2019-04:48:39,,b'',
13-05-2019-04:48:44,,b'',
13-05-2019-04:48:49,,b'',
13-05-2019-04:48:52,,b'2',2
13-05-2019-04:48:53,,b'2',
13-05-2019-04:48:54,,b'2',
13-05-2019-04:48:55,,b'2',
13-05-2019-04:49:00,play,b'',
13-05-2019-04:49:07,,b'',
13-05-2019-04:49:12,,b'',
13-05-2019-04:49:13,,b'1',1
13-05-2019-04:49:14,,b'1',
13-05-2019-04:49:15,,b'1',
13-05-2019-04:49:16,,b'1',
13-05-2019-04:49:17,,b'1',
13-05-2019-04:49:18,,b'1',
13-05-2019-04:49:19,,b'1',
13-05-2019-04:49:20,,b'1',
13-05-2019-04:49:21,,b'1',
13-05-2019-04:49:22,,b'1',
13-05-2019-04:49:23,,b'1',
13-05-2019-04:49:24,,b'1',
13-05-2019-04:49:25,,b'1',
13-05-2019-04:49:26,,b'1',
13-05-2019-04:49:27,,b'1',
13-05-2019-04:49:28,,b'1',
13-05-2019-04:49:29,,b'1',
13-05-2019-04:49:30,,b'1',
13-05-2019-04:49:31,,b'1',
13-05-2019-04:49:32,,b'1',
13-05-2019-04:49:33,,b'1',
13-05-2019-04:49:34,,b'1',
13-05-2019-04:49:35,,b'1',
13-05-2019-04:49:36,,b'1',
13-05-2019-04:49:37,,b'1',
13-05-2019-04:49:38,,b'1',
13-05-2019-04:49:39,,b'1',
13-05-2019-04:49:40,,b'1',
13-05-2019-04:49:41,,b'1',
13-05-2019-04:49:42,,b'1',
13-05-2019-04:49:43,,b'1',
13-05-2019-04:49:44,,b'1',
13-05-2019-04:49:45,,b'1',
13-05-2019-04:49:46,,b'1',
13-05-2019-04:49:47,,b'1',
13-05-2019-04:49:48,,b'1',
13-05-2019-04:49:49,,b'1',
13-05-2019-04:49:50,,b'1',
13-05-2019-04:49:51,,b'1',
13-05-2019-04:49:52,,b'1',
13-05-2019-04:49:53,,b'1',
13-05-2019-04:49:54,,b'1',
13-05-2019-04:49:59,play,b'',
13-05-2019-04:50:06,,b'',
13-05-2019-04:50:11,,b'',
13-05-2019-04:50:16,,b'',
13-05-2019-04:50:21,play,b'',
13-05-2019-04:50:28,,b'',
13-05-2019-04:50:33,,b'',
13-05-2019-04:50:38,,b'',
13-05-2019-04:50:43,,b'',
13-05-2019-04:50:44,play,,
13-05-2019-04:50:51,,b'',
13-05-2019-04:50:56,,b'',
13-05-2019-04:51:01,,b'',
13-05-2019-04:51:06,play,b'',
13-05-2019-04:51:13,,b'',
13-05-2019-04:51:18,,b'',
13-05-2019-04:51:23,,b'',
13-05-2019-04:51:28,play,b'',
13-05-2019-04:51:35,,b'',
13-05-2019-04:51:40,,b'',
13-05-2019-04:51:45,,b'',
13-05-2019-04:51:50,,b'',
13-05-2019-04:51:51,play,,
13-05-2019-04:51:58,,b'',
13-05-2019-04:52:03,,b'',
13-05-2019-04:52:08,,b'',
13-05-2019-04:52:13,play,b'',
13-05-2019-04:52:20,,b'',
13-05-2019-04:52:25,,b'',
13-05-2019-04:52:30,,b'',
13-05-2019-04:52:35,play,b'',
13-05-2019-04:52:42,,b'',
13-05-2019-04:52:47,,b'',
13-05-2019-04:52:52,,b'',
13-05-2019-04:52:57,,b'',
13-05-2019-04:52:58,play,,
13-05-2019-04:53:05,,b'',
13-05-2019-04:53:10,,b'',
13-05-2019-04:53:15,,b'',
13-05-2019-04:53:20,play,b'',
13-05-2019-04:53:27,,b'',
13-05-2019-04:53:32,,b'',
13-05-2019-04:53:37,,b'',
13-05-2019-04:53:42,play,b'',
13-05-2019-04:53:49,,b'',
13-05-2019-04:53:54,,b'',
13-05-2019-04:53:59,,b'',
13-05-2019-04:54:04,,b'',
13-05-2019-04:54:05,play,,
13-05-2019-04:54:12,,b'',
13-05-2019-04:54:17,,b'',
13-05-2019-04:54:22,,b'',
13-05-2019-04:54:27,play,b'',
13-05-2019-04:54:34,,b'',
13-05-2019-04:54:39,,b'',
13-05-2019-04:54:44,,b'',
13-05-2019-04:54:49,play,b'',
13-05-2019-04:54:56,,b'',
13-05-2019-04:55:01,,b'',
13-05-2019-04:55:06,,b'',
13-05-2019-04:55:11,,b'',
13-05-2019-04:55:12,play,,
13-05-2019-04:55:19,,b'',
13-05-2019-04:55:24,,b'',
13-05-2019-04:55:29,,b'',
13-05-2019-04:55:34,play,b'',
13-05-2019-04:55:41,,b'',
13-05-2019-04:55:46,,b'',
13-05-2019-04:55:51,,b'',
13-05-2019-04:55:56,play,b'',
13-05-2019-04:56:03,,b'',
13-05-2019-04:56:08,,b'',
13-05-2019-04:56:13,,b'',
13-05-2019-04:56:18,play,b'',
13-05-2019-04:56:26,,b'',
13-05-2019-04:56:31,,b'',
13-05-2019-04:56:36,,b'',
13-05-2019-04:56:41,play,b'',
13-05-2019-04:56:48,,b'',
13-05-2019-04:56:53,,b'',
13-05-2019-04:56:58,,b'',
13-05-2019-04:57:03,play,b'',
13-05-2019-04:57:10,,b'',
13-05-2019-04:57:15,,b'',
13-05-2019-04:57:20,,b'',
13-05-2019-04:57:25,play,b'',
13-05-2019-04:57:33,,b'',
13-05-2019-04:57:38,,b'',
13-05-2019-04:57:42,,b'2',2
13-05-2019-04:57:47,,b'',
13-05-2019-04:57:52,play,b'',
13-05-2019-04:57:55,,b'2',2
13-05-2019-04:57:56,,b'2',
13-05-2019-04:58:01,,b'',
13-05-2019-04:58:06,,b'',
13-05-2019-04:58:11,,b'',
13-05-2019-04:58:16,,b'2',
13-05-2019-04:58:17,,b'2',
13-05-2019-04:58:18,,b'2',
13-05-2019-04:58:23,play,b'',
13-05-2019-04:58:28,,b'2',2
13-05-2019-04:58:29,,b'2',
13-05-2019-04:58:30,,b'2',
13-05-2019-04:58:31,,b'2',
13-05-2019-04:58:36,,b'',
13-05-2019-04:58:41,,b'',
13-05-2019-04:58:46,play,b'',
13-05-2019-04:58:53,,b'',
13-05-2019-04:58:58,,b'',
13-05-2019-04:59:03,,b'2',2
13-05-2019-04:59:04,,b'2',
13-05-2019-04:59:05,,b'2',
13-05-2019-04:59:06,,b'2',
13-05-2019-04:59:07,,b'2',
13-05-2019-04:59:08,,b'2',
13-05-2019-04:59:09,,b'2',
13-05-2019-04:59:10,,b'2',
13-05-2019-04:59:11,,b'2',
13-05-2019-04:59:12,,b'2',
13-05-2019-04:59:13,,b'2',
13-05-2019-04:59:19,play,b'',
13-05-2019-04:59:26,,b'',
13-05-2019-04:59:31,,b'2',2
13-05-2019-04:59:32,,b'2',
13-05-2019-04:59:33,,b'2',
13-05-2019-04:59:34,,b'2',
13-05-2019-04:59:35,,b'2',
13-05-2019-04:59:36,,b'2',
13-05-2019-04:59:37,,b'2',
13-05-2019-04:59:38,,b'2',
13-05-2019-04:59:39,,b'2',
13-05-2019-04:59:40,,b'2',
13-05-2019-04:59:41,,b'2',
13-05-2019-04:59:42,,b'2',
13-05-2019-04:59:43,,b'2',
13-05-2019-04:59:44,,b'2',
13-05-2019-04:59:45,,b'2',
13-05-2019-04:59:46,,b'2',
13-05-2019-04:59:47,,b'2',
13-05-2019-04:59:48,,b'2',
13-05-2019-04:59:53,play,b'',
13-05-2019-04:59:55,,b'2',2
13-05-2019-04:59:56,,b'2',
13-05-2019-04:59:57,,b'2',
13-05-2019-04:59:58,,b'2',
13-05-2019-04:59:59,,b'2',
13-05-2019-05:00:00,,b'2',
13-05-2019-05:00:01,,b'2',
13-05-2019-05:00:02,,b'2',
13-05-2019-05:00:03,,b'2',
13-05-2019-05:00:04,,b'2',
13-05-2019-05:00:05,,b'2',
13-05-2019-05:00:06,,b'2',
13-05-2019-05:00:11,,b'',
13-05-2019-05:00:16,play,b'',
13-05-2019-05:00:23,,b'',
13-05-2019-05:00:28,,b'',
13-05-2019-05:00:33,,b'',
13-05-2019-05:00:38,play,b'',
13-05-2019-05:00:45,,b'',
13-05-2019-05:00:50,,b'',
13-05-2019-05:00:55,,b'',
13-05-2019-05:01:00,play,b'',
13-05-2019-05:01:08,,b'',
13-05-2019-05:01:13,,b'',
13-05-2019-05:01:18,,b'',
13-05-2019-05:01:23,play,b'',
13-05-2019-05:01:30,,b'',
13-05-2019-05:01:35,,b'',
13-05-2019-05:01:40,,b'',
13-05-2019-05:01:45,play,b'',
13-05-2019-05:01:52,,b'',
13-05-2019-05:01:57,,b'',
13-05-2019-05:02:02,,b'',
13-05-2019-05:02:07,play,b'',
13-05-2019-05:02:14,,b'',
13-05-2019-05:02:20,,b'',
13-05-2019-05:02:25,,b'',
13-05-2019-05:02:30,play,b'',
13-05-2019-05:02:37,,b'',
13-05-2019-05:02:42,,b'',
13-05-2019-05:02:47,,b'',
13-05-2019-05:02:52,play,b'',
13-05-2019-05:02:59,,b'',
13-05-2019-05:03:04,,b'',
13-05-2019-05:03:09,,b'',
13-05-2019-05:03:14,play,b'',
13-05-2019-05:03:21,,b'',
13-05-2019-05:03:27,,b'',
13-05-2019-05:03:32,,b'',
13-05-2019-05:03:37,play,b'',
13-05-2019-05:03:39,,b'2',2
13-05-2019-05:03:40,,b'2',
13-05-2019-05:03:41,,b'2',
13-05-2019-05:03:42,,b'2',
13-05-2019-05:03:43,,b'2',
13-05-2019-05:03:44,,b'2',
13-05-2019-05:03:45,,b'2',
13-05-2019-05:03:46,,b'2',
13-05-2019-05:03:47,,b'2',
13-05-2019-05:03:48,,b'2',
13-05-2019-05:03:49,,b'2',
13-05-2019-05:03:50,,b'2',
13-05-2019-05:03:51,,b'2',
13-05-2019-05:03:52,,b'2',
13-05-2019-05:03:53,,b'2',
13-05-2019-05:03:54,,b'2',
13-05-2019-05:03:55,,b'2',
13-05-2019-05:03:56,,b'2',
13-05-2019-05:03:57,,b'2',
13-05-2019-05:03:58,,b'2',
13-05-2019-05:03:59,,b'2',
13-05-2019-05:04:00,,b'2',
13-05-2019-05:04:01,,b'2',
13-05-2019-05:04:02,,b'2',
13-05-2019-05:04:03,,b'2',
13-05-2019-05:04:04,,b'2',
13-05-2019-05:04:05,,b'2',
13-05-2019-05:04:06,,b'2',
13-05-2019-05:04:07,,b'2',
13-05-2019-05:04:08,,b'2',
13-05-2019-05:04:09,,b'2',
13-05-2019-05:04:10,,b'2',
13-05-2019-05:04:11,,b'2',
13-05-2019-05:04:12,,b'2',
13-05-2019-05:04:13,,b'2',
13-05-2019-05:04:14,,b'2',
13-05-2019-05:04:15,,b'2',
13-05-2019-05:04:16,,b'2',
13-05-2019-05:04:17,,b'2',
13-05-2019-05:04:22,,b'',
13-05-2019-05:04:23,play,,
13-05-2019-05:04:30,,b'',
13-05-2019-05:04:35,,b'',
13-05-2019-05:04:40,,b'',
13-05-2019-05:04:45,play,b'',
13-05-2019-05:04:52,,b'',
13-05-2019-05:04:57,,b'',
13-05-2019-05:05:02,,b'',
13-05-2019-05:05:07,play,b'',
13-05-2019-05:05:14,,b'',
13-05-2019-05:05:19,,b'',
13-05-2019-05:05:24,,b'',
13-05-2019-05:05:29,,b'',
13-05-2019-05:05:30,play,,
13-05-2019-05:05:37,,b'',
13-05-2019-05:05:42,,b'',
13-05-2019-05:05:47,,b'',
13-05-2019-05:05:52,play,b'',
13-05-2019-05:05:59,,b'',
13-05-2019-05:06:04,,b'',
13-05-2019-05:06:09,,b'',
13-05-2019-05:06:14,play,b'',
13-05-2019-05:06:21,,b'',
13-05-2019-05:06:26,,b'',
13-05-2019-05:06:31,,b'',
13-05-2019-05:06:36,,b'',
13-05-2019-05:06:37,play,,
13-05-2019-05:06:44,,b'',
13-05-2019-05:06:49,,b'',
13-05-2019-05:06:54,,b'',
13-05-2019-05:06:59,play,b'',
13-05-2019-05:07:06,,b'',
13-05-2019-05:07:11,,b'',
13-05-2019-05:07:16,,b'',
13-05-2019-05:07:21,play,b'',
13-05-2019-05:07:28,,b'',
13-05-2019-05:07:33,,b'',
13-05-2019-05:07:38,,b'',
13-05-2019-05:07:43,,b'',
13-05-2019-05:07:44,play,,
13-05-2019-05:07:51,,b'',
13-05-2019-05:07:56,,b'',
13-05-2019-05:08:01,,b'',
13-05-2019-05:08:06,play,b'',
13-05-2019-05:08:13,,b'',
13-05-2019-05:08:18,,b'',
13-05-2019-05:08:23,,b'',
13-05-2019-05:08:28,play,b'',
13-05-2019-05:08:35,,b'',
13-05-2019-05:08:36,,b'2',2
13-05-2019-05:08:41,,b'',
13-05-2019-05:08:46,,b'',
13-05-2019-05:08:51,play,b'',
13-05-2019-05:08:58,,b'',
13-05-2019-05:09:03,,b'',
13-05-2019-05:09:08,,b'',
13-05-2019-05:09:13,play,b'',
13-05-2019-05:09:20,,b'',
13-05-2019-05:09:25,,b'',
13-05-2019-05:09:31,,b'',
13-05-2019-05:09:36,play,b'',
13-05-2019-05:09:43,,b'',
13-05-2019-05:09:48,,b'',
13-05-2019-05:09:53,,b'',
13-05-2019-05:09:58,play,b'',
13-05-2019-05:10:05,,b'',
13-05-2019-05:10:10,,b'',
13-05-2019-05:10:15,,b'',
13-05-2019-05:10:20,play,b'',
13-05-2019-05:10:27,,b'',
13-05-2019-05:10:32,,b'',
13-05-2019-05:10:38,,b'',
13-05-2019-05:10:43,play,b'',
13-05-2019-05:10:50,,b'',
13-05-2019-05:10:55,,b'',
13-05-2019-05:11:00,,b'',
13-05-2019-05:11:05,play,b'',
13-05-2019-05:11:12,,b'',
13-05-2019-05:11:13,,b'1',1
13-05-2019-05:11:14,,b'1',
13-05-2019-05:11:15,,b'1',
13-05-2019-05:11:16,,b'1',
13-05-2019-05:11:17,,b'1',
13-05-2019-05:11:18,,b'1',
13-05-2019-05:11:19,,b'1',
13-05-2019-05:11:20,,b'1',
13-05-2019-05:11:21,,b'1',
13-05-2019-05:11:22,,b'1',
13-05-2019-05:11:27,,b'',
13-05-2019-05:11:32,play,b'',
13-05-2019-05:11:39,,b'',
13-05-2019-05:11:44,,b'',
13-05-2019-05:11:49,,b'',
13-05-2019-05:11:54,play,b'',
13-05-2019-05:12:01,,b'',
13-05-2019-05:12:06,,b'',
13-05-2019-05:12:08,,b'1',1
13-05-2019-05:12:12,,b'1',
13-05-2019-05:12:13,,b'1',
13-05-2019-05:12:18,play,b'',
13-05-2019-05:12:21,,b'2',2
13-05-2019-05:12:22,,b'2',
13-05-2019-05:12:23,,b'2',
13-05-2019-05:12:24,,b'2',
13-05-2019-05:12:25,,b'2',
13-05-2019-05:12:26,,b'2',
13-05-2019-05:12:27,,b'2',
13-05-2019-05:12:28,,b'2',
13-05-2019-05:12:29,,b'2',
13-05-2019-05:12:30,,b'2',
13-05-2019-05:12:35,,b'',
13-05-2019-05:12:40,,b'',
13-05-2019-05:12:45,play,b'',
13-05-2019-05:12:52,,b'',
13-05-2019-05:12:57,,b'',
13-05-2019-05:13:02,,b'',
13-05-2019-05:13:07,play,b'',
13-05-2019-05:13:14,,b'',
13-05-2019-05:13:17,,b'2',2
13-05-2019-05:13:18,,b'2',
13-05-2019-05:13:19,,b'2',
13-05-2019-05:13:20,,b'2',
13-05-2019-05:13:21,,b'2',
13-05-2019-05:13:22,,b'2',
13-05-2019-05:13:23,,b'2',
13-05-2019-05:13:24,,b'2',
13-05-2019-05:13:25,,b'2',
13-05-2019-05:13:26,,b'2',
13-05-2019-05:13:27,,b'2',
13-05-2019-05:13:28,,b'2',
13-05-2019-05:13:29,,b'2',
13-05-2019-05:13:30,,b'2',
13-05-2019-05:13:31,,b'2',
13-05-2019-05:13:32,,b'2',
13-05-2019-05:13:33,,b'2',
13-05-2019-05:13:34,,b'2',
13-05-2019-05:13:36,,b'2',
13-05-2019-05:13:37,,b'2',
13-05-2019-05:13:38,,b'2',
13-05-2019-05:13:39,,b'2',
13-05-2019-05:13:40,,b'2',
13-05-2019-05:13:41,,b'2',
13-05-2019-05:13:42,,b'2',
13-05-2019-05:13:43,,b'2',
13-05-2019-05:13:48,play,b'',
13-05-2019-05:13:55,,b'',
13-05-2019-05:14:00,,b'',
13-05-2019-05:14:05,,b'',
13-05-2019-05:14:11,play,b'',
13-05-2019-05:14:18,,b'',
13-05-2019-05:14:23,,b'',
13-05-2019-05:14:28,,b'',
13-05-2019-05:14:33,play,b'',
13-05-2019-05:14:40,,b'',
13-05-2019-05:14:45,,b'',
13-05-2019-05:14:50,,b'',
13-05-2019-05:14:55,play,b'',
13-05-2019-05:14:59,,b'2',2
13-05-2019-05:15:05,,b'',
13-05-2019-05:15:10,,b'',
13-05-2019-05:15:15,,b'',
13-05-2019-05:15:20,play,b'',
13-05-2019-05:15:27,,b'',
13-05-2019-05:15:32,,b'',
13-05-2019-05:15:37,,b'',
13-05-2019-05:15:42,play,b'',
13-05-2019-05:15:49,,b'',
13-05-2019-05:15:54,,b'',
13-05-2019-05:15:59,,b'',
13-05-2019-05:16:04,play,b'',
13-05-2019-05:16:12,,b'',
13-05-2019-05:16:17,,b'',
13-05-2019-05:16:22,,b'',
13-05-2019-05:16:27,play,b'',
13-05-2019-05:16:34,,b'',
13-05-2019-05:16:39,,b'',
13-05-2019-05:16:44,,b'',
13-05-2019-05:16:49,play,b'',
13-05-2019-05:16:56,,b'',
13-05-2019-05:17:01,,b'',
13-05-2019-05:17:06,,b'',
13-05-2019-05:17:11,play,b'',
13-05-2019-05:17:19,,b'',
13-05-2019-05:17:24,,b'',
13-05-2019-05:17:29,,b'',
13-05-2019-05:17:34,play,b'',
13-05-2019-05:17:38,,b'1',1
13-05-2019-05:17:41,,b'1',
13-05-2019-05:17:42,,b'1',
13-05-2019-05:17:44,,b'2',
13-05-2019-05:17:45,,b'2',
13-05-2019-05:17:47,,b'2',
13-05-2019-05:17:48,,b'2',
13-05-2019-05:17:49,,b'2',
13-05-2019-05:17:50,,b'2',
13-05-2019-05:17:51,,b'2',
13-05-2019-05:17:52,,b'2',
13-05-2019-05:17:57,play,b'',
13-05-2019-05:18:04,,b'',
13-05-2019-05:18:09,,b'',
13-05-2019-05:18:14,,b'2',2
13-05-2019-05:18:15,,b'2',
13-05-2019-05:18:16,,b'2',
13-05-2019-05:18:17,,b'2',
13-05-2019-05:18:18,,b'2',
13-05-2019-05:18:19,,b'2',
13-05-2019-05:18:20,,b'2',
13-05-2019-05:18:21,,b'2',
13-05-2019-05:18:22,,b'2',
