,signal,feeder,pump
13-05-2019-01:43:33,,b'2',
13-05-2019-01:43:34,,b'2',
13-05-2019-01:43:35,,b'2',
13-05-2019-01:43:36,,b'2',
13-05-2019-01:43:37,,b'2',
13-05-2019-01:43:38,,b'2',
13-05-2019-01:43:39,,b'2',
13-05-2019-01:43:40,,b'2',
13-05-2019-01:43:41,,b'2',
13-05-2019-01:43:46,play,b'',
13-05-2019-01:43:48,,b'2',2
13-05-2019-01:43:54,,b'2',
13-05-2019-01:43:57,,b'2',
13-05-2019-01:43:58,,b'2',
13-05-2019-01:43:59,,b'2',
13-05-2019-01:44:00,,b'2',
13-05-2019-01:44:02,,b'2',
13-05-2019-01:44:03,,b'2',
13-05-2019-01:44:04,,b'2',
13-05-2019-01:44:05,,b'2',
13-05-2019-01:44:06,,b'2',
13-05-2019-01:44:07,,b'2',
13-05-2019-01:44:08,,b'2',
13-05-2019-01:44:09,,b'2',
13-05-2019-01:44:10,,b'2',
13-05-2019-01:44:11,,b'2',
13-05-2019-01:44:16,play,b'',
13-05-2019-01:44:23,,b'',
13-05-2019-01:44:28,,b'',
13-05-2019-01:44:33,,b'',
13-05-2019-01:44:38,play,b'',
13-05-2019-01:44:45,,b'',
13-05-2019-01:44:50,,b'',
13-05-2019-01:44:55,,b'',
13-05-2019-01:45:00,play,b'',
13-05-2019-01:45:08,,b'',
13-05-2019-01:45:13,,b'',
13-05-2019-01:45:18,,b'',
13-05-2019-01:45:23,play,b'',
13-05-2019-01:45:27,,b'1',1
13-05-2019-01:45:28,,b'1',
13-05-2019-01:45:29,,b'1',
13-05-2019-01:45:30,,b'1',
13-05-2019-01:45:31,,b'1',
13-05-2019-01:45:32,,b'1',
13-05-2019-01:45:33,,b'1',
13-05-2019-01:45:34,,b'1',
13-05-2019-01:45:35,,b'1',
13-05-2019-01:45:36,,b'1',
13-05-2019-01:45:37,,b'1',
13-05-2019-01:45:38,,b'1',
13-05-2019-01:45:39,,b'1',
13-05-2019-01:45:40,,b'1',
13-05-2019-01:45:45,play,b'',
13-05-2019-01:45:49,,b'1',1
13-05-2019-01:45:50,,b'1',
13-05-2019-01:45:51,,b'1',
13-05-2019-01:45:52,,b'1',
13-05-2019-01:45:53,,b'1',
13-05-2019-01:45:54,,b'1',
13-05-2019-01:45:55,,b'1',
13-05-2019-01:45:56,,b'1',
13-05-2019-01:45:57,,b'1',
13-05-2019-01:45:58,,b'1',
13-05-2019-01:46:03,,b'',
13-05-2019-01:46:04,,b'1',
13-05-2019-01:46:05,,b'1',
13-05-2019-01:46:06,,b'1',
13-05-2019-01:46:07,,b'1',
13-05-2019-01:46:08,,b'1',
13-05-2019-01:46:09,,b'1',
13-05-2019-01:46:10,,b'1',
13-05-2019-01:46:11,,b'1',
13-05-2019-01:46:12,,b'1',
13-05-2019-01:46:13,,b'1',
13-05-2019-01:46:14,,b'1',
13-05-2019-01:46:15,,b'1',
13-05-2019-01:46:16,,b'1',
13-05-2019-01:46:17,,b'2',
13-05-2019-01:46:18,,b'1',
13-05-2019-01:46:19,,b'1',
13-05-2019-01:46:20,,b'1',
13-05-2019-01:46:25,play,b'',
13-05-2019-01:46:28,,b'1',1
13-05-2019-01:46:30,,b'1',
13-05-2019-01:46:31,,b'1',
13-05-2019-01:46:32,,b'1',
13-05-2019-01:46:33,,b'1',
13-05-2019-01:46:38,,b'',
13-05-2019-01:46:42,,b'1',
13-05-2019-01:46:43,,b'1',
13-05-2019-01:46:44,,b'1',
13-05-2019-01:46:45,,b'1',
13-05-2019-01:46:46,,b'1',
13-05-2019-01:46:51,play,b'',
13-05-2019-01:46:58,,b'',
13-05-2019-01:47:03,,b'',
13-05-2019-01:47:08,,b'',
13-05-2019-01:47:13,play,b'',
13-05-2019-01:47:20,,b'',
13-05-2019-01:47:25,,b'',
13-05-2019-01:47:30,,b'',
13-05-2019-01:47:35,,b'',
13-05-2019-01:47:36,play,,
13-05-2019-01:47:43,,b'',
13-05-2019-01:47:48,,b'',
13-05-2019-01:47:53,,b'',
13-05-2019-01:47:58,play,b'',
13-05-2019-01:48:05,,b'',
13-05-2019-01:48:10,,b'',
13-05-2019-01:48:15,,b'',
13-05-2019-01:48:20,play,b'',
13-05-2019-01:48:27,,b'',
13-05-2019-01:48:32,,b'',
13-05-2019-01:48:37,,b'',
13-05-2019-01:48:42,play,b'',
13-05-2019-01:48:49,,b'',
13-05-2019-01:48:54,,b'',
13-05-2019-01:48:59,,b'',
13-05-2019-01:49:05,play,b'',
13-05-2019-01:49:12,,b'',
13-05-2019-01:49:17,,b'',
13-05-2019-01:49:22,,b'',
13-05-2019-01:49:27,play,b'',
13-05-2019-01:49:34,,b'',
13-05-2019-01:49:39,,b'',
13-05-2019-01:49:44,,b'',
13-05-2019-01:49:49,play,b'',
13-05-2019-01:49:56,,b'',
13-05-2019-01:50:01,,b'',
13-05-2019-01:50:06,,b'',
13-05-2019-01:50:11,play,b'',
13-05-2019-01:50:18,,b'',
13-05-2019-01:50:23,,b'',
13-05-2019-01:50:29,,b'',
13-05-2019-01:50:34,play,b'',
13-05-2019-01:50:41,,b'',
13-05-2019-01:50:46,,b'',
13-05-2019-01:50:51,,b'',
13-05-2019-01:50:56,play,b'',
13-05-2019-01:51:03,,b'',
13-05-2019-01:51:08,,b'',
13-05-2019-01:51:13,,b'',
13-05-2019-01:51:18,play,b'',
13-05-2019-01:51:25,,b'',
13-05-2019-01:51:30,,b'',
13-05-2019-01:51:35,,b'',
13-05-2019-01:51:40,play,b'',
13-05-2019-01:51:47,,b'',
13-05-2019-01:51:53,,b'',
13-05-2019-01:51:58,,b'',
13-05-2019-01:52:03,play,b'',
13-05-2019-01:52:10,,b'',
13-05-2019-01:52:15,,b'',
13-05-2019-01:52:20,,b'',
13-05-2019-01:52:25,play,b'',
13-05-2019-01:52:32,,b'',
13-05-2019-01:52:37,,b'',
13-05-2019-01:52:42,,b'',
13-05-2019-01:52:47,play,b'',
13-05-2019-01:52:54,,b'',
13-05-2019-01:52:59,,b'',
13-05-2019-01:53:04,,b'',
13-05-2019-01:53:09,play,b'',
13-05-2019-01:53:17,,b'',
13-05-2019-01:53:22,,b'',
13-05-2019-01:53:25,,b'2',2
13-05-2019-01:53:26,,b'2',
13-05-2019-01:53:27,,b'2',
13-05-2019-01:53:28,,b'2',
13-05-2019-01:53:30,,b'2',
13-05-2019-01:53:31,,b'2',
13-05-2019-01:53:32,,b'2',
13-05-2019-01:53:33,,b'2',
13-05-2019-01:53:34,,b'2',
13-05-2019-01:53:35,,b'2',
13-05-2019-01:53:36,,b'2',
13-05-2019-01:53:37,,b'2',
13-05-2019-01:53:38,,b'2',
13-05-2019-01:53:39,,b'2',
13-05-2019-01:53:40,,b'2',
13-05-2019-01:53:41,,b'2',
13-05-2019-01:53:42,,b'2',
13-05-2019-01:53:43,,b'2',
13-05-2019-01:53:44,,b'2',
13-05-2019-01:53:45,,b'2',
13-05-2019-01:53:46,,b'2',
13-05-2019-01:53:47,,b'2',
13-05-2019-01:53:48,,b'2',
13-05-2019-01:53:49,,b'2',
13-05-2019-01:53:50,,b'2',
13-05-2019-01:53:51,,b'2',
13-05-2019-01:53:52,,b'2',
13-05-2019-01:53:53,,b'2',
13-05-2019-01:53:54,,b'2',
13-05-2019-01:53:55,,b'2',
13-05-2019-01:53:56,,b'2',
13-05-2019-01:53:57,,b'2',
13-05-2019-01:53:58,,b'2',
13-05-2019-01:53:59,,b'2',
13-05-2019-01:54:00,,b'2',
13-05-2019-01:54:01,,b'2',
13-05-2019-01:54:02,,b'2',
13-05-2019-01:54:03,,b'2',
13-05-2019-01:54:04,,b'2',
13-05-2019-01:54:05,,b'2',
13-05-2019-01:54:06,,b'2',
13-05-2019-01:54:07,,b'2',
13-05-2019-01:54:08,,b'2',
13-05-2019-01:54:09,,b'2',
13-05-2019-01:54:10,,b'2',
13-05-2019-01:54:11,,b'2',
13-05-2019-01:54:12,,b'2',
13-05-2019-01:54:13,,b'2',
13-05-2019-01:54:14,,b'2',
13-05-2019-01:54:15,,b'2',
13-05-2019-01:54:16,,b'2',
13-05-2019-01:54:17,,b'2',
13-05-2019-01:54:18,,b'2',
13-05-2019-01:54:19,,b'2',
13-05-2019-01:54:20,,b'2',
13-05-2019-01:54:21,,b'2',
13-05-2019-01:54:22,,b'2',
13-05-2019-01:54:23,,b'2',
13-05-2019-01:54:24,,b'2',
13-05-2019-01:54:25,,b'2',
13-05-2019-01:54:26,,b'2',
13-05-2019-01:54:27,,b'2',
13-05-2019-01:54:28,,b'2',
13-05-2019-01:54:29,,b'2',
13-05-2019-01:54:30,,b'2',
13-05-2019-01:54:31,,b'2',
13-05-2019-01:54:32,,b'2',
13-05-2019-01:54:33,,b'2',
13-05-2019-01:54:34,,b'2',
13-05-2019-01:54:35,,b'2',
13-05-2019-01:54:36,,b'2',
13-05-2019-01:54:37,,b'2',
13-05-2019-01:54:38,,b'2',
13-05-2019-01:54:39,,b'2',
13-05-2019-01:54:40,,b'2',
13-05-2019-01:54:41,,b'2',
13-05-2019-01:54:46,play,b'',
13-05-2019-01:54:53,,b'',
13-05-2019-01:54:58,,b'',
13-05-2019-01:55:04,,b'',
13-05-2019-01:55:09,play,b'',
13-05-2019-01:55:16,,b'',
13-05-2019-01:55:21,,b'',
13-05-2019-01:55:26,,b'',
13-05-2019-01:55:31,play,b'',
13-05-2019-01:55:38,,b'',
13-05-2019-01:55:43,,b'',
13-05-2019-01:55:48,,b'',
13-05-2019-01:55:53,play,b'',
13-05-2019-01:56:00,,b'',
13-05-2019-01:56:05,,b'',
13-05-2019-01:56:10,,b'',
13-05-2019-01:56:15,play,b'',
13-05-2019-01:56:22,,b'',
13-05-2019-01:56:28,,b'',
13-05-2019-01:56:33,,b'',
13-05-2019-01:56:38,play,b'',
13-05-2019-01:56:45,,b'',
13-05-2019-01:56:50,,b'',
13-05-2019-01:56:55,,b'',
13-05-2019-01:57:00,play,b'',
13-05-2019-01:57:07,,b'',
13-05-2019-01:57:12,,b'',
13-05-2019-01:57:17,,b'',
13-05-2019-01:57:22,play,b'',
13-05-2019-01:57:29,,b'',
13-05-2019-01:57:34,,b'',
13-05-2019-01:57:39,,b'',
13-05-2019-01:57:44,play,b'',
13-05-2019-01:57:52,,b'',
13-05-2019-01:57:57,,b'',
13-05-2019-01:58:02,,b'',
13-05-2019-01:58:07,play,b'',
13-05-2019-01:58:14,,b'',
13-05-2019-01:58:19,,b'',
13-05-2019-01:58:24,,b'',
13-05-2019-01:58:29,play,b'',
13-05-2019-01:58:36,,b'',
13-05-2019-01:58:41,,b'',
13-05-2019-01:58:46,,b'',
13-05-2019-01:58:51,play,b'',
13-05-2019-01:58:58,,b'',
13-05-2019-01:59:03,,b'',
13-05-2019-01:59:08,,b'',
13-05-2019-01:59:09,,b'2',2
13-05-2019-01:59:11,,b'2',
13-05-2019-01:59:12,,b'2',
13-05-2019-01:59:13,,b'2',
13-05-2019-01:59:14,,b'2',
13-05-2019-01:59:15,,b'2',
13-05-2019-01:59:16,,b'2',
13-05-2019-01:59:22,play,b'',
13-05-2019-01:59:29,,b'',
13-05-2019-01:59:34,,b'',
13-05-2019-01:59:39,,b'',
13-05-2019-01:59:44,play,b'',
13-05-2019-01:59:51,,b'',
13-05-2019-01:59:56,,b'',
13-05-2019-02:00:01,,b'',
13-05-2019-02:00:06,play,b'',
13-05-2019-02:00:13,,b'',
13-05-2019-02:00:18,,b'',
13-05-2019-02:00:23,,b'',
13-05-2019-02:00:28,play,b'',
13-05-2019-02:00:35,,b'',
13-05-2019-02:00:41,,b'',
13-05-2019-02:00:46,,b'',
13-05-2019-02:00:51,play,b'',
13-05-2019-02:00:58,,b'',
13-05-2019-02:01:03,,b'',
13-05-2019-02:01:08,,b'',
13-05-2019-02:01:13,play,b'',
13-05-2019-02:01:20,,b'',
13-05-2019-02:01:25,,b'',
13-05-2019-02:01:30,,b'',
13-05-2019-02:01:35,play,b'',
13-05-2019-02:01:42,,b'',
13-05-2019-02:01:47,,b'',
13-05-2019-02:01:52,,b'',
13-05-2019-02:01:57,play,b'',
13-05-2019-02:02:05,,b'',
13-05-2019-02:02:10,,b'',
13-05-2019-02:02:15,,b'',
13-05-2019-02:02:20,play,b'',
13-05-2019-02:02:27,,b'',
13-05-2019-02:02:32,,b'',
13-05-2019-02:02:37,,b'',
13-05-2019-02:02:42,play,b'',
13-05-2019-02:02:49,,b'',
13-05-2019-02:02:54,,b'',
13-05-2019-02:02:59,,b'',
13-05-2019-02:03:04,play,b'',
13-05-2019-02:03:11,,b'',
13-05-2019-02:03:16,,b'',
13-05-2019-02:03:21,,b'',
13-05-2019-02:03:27,play,b'',
13-05-2019-02:03:34,,b'',
13-05-2019-02:03:39,,b'',
13-05-2019-02:03:44,,b'',
13-05-2019-02:03:49,play,b'',
13-05-2019-02:03:56,,b'',
13-05-2019-02:04:01,,b'',
13-05-2019-02:04:06,,b'',
13-05-2019-02:04:11,play,b'',
13-05-2019-02:04:13,,b'1',
13-05-2019-02:04:14,,b'1',1
13-05-2019-02:04:15,,b'1',
13-05-2019-02:04:16,,b'1',
13-05-2019-02:04:21,,b'',
13-05-2019-02:04:26,,b'',
13-05-2019-02:04:31,,b'',
13-05-2019-02:04:36,play,b'',
13-05-2019-02:04:43,,b'',
13-05-2019-02:04:48,,b'',
13-05-2019-02:04:54,,b'',
13-05-2019-02:04:59,play,b'',
13-05-2019-02:05:04,,b'2',2
13-05-2019-02:05:05,,b'2',
13-05-2019-02:05:06,,b'2',
13-05-2019-02:05:07,,b'2',
13-05-2019-02:05:08,,b'2',
13-05-2019-02:05:09,,b'2',
13-05-2019-02:05:10,,b'2',
13-05-2019-02:05:11,,b'2',
13-05-2019-02:05:12,,b'2',
13-05-2019-02:05:13,,b'2',
13-05-2019-02:05:18,,b'',
13-05-2019-02:05:23,play,b'',
13-05-2019-02:05:27,,b'2',2
13-05-2019-02:05:32,,b'',
13-05-2019-02:05:37,,b'',
13-05-2019-02:05:42,,b'',
13-05-2019-02:05:47,play,b'',
13-05-2019-02:05:51,,b'2',2
13-05-2019-02:05:54,,b'2',
13-05-2019-02:05:55,,b'2',
13-05-2019-02:05:56,,b'2',
13-05-2019-02:05:57,,b'2',
13-05-2019-02:05:58,,b'2',
13-05-2019-02:05:59,,b'2',
13-05-2019-02:06:00,,b'2',
13-05-2019-02:06:01,,b'2',
13-05-2019-02:06:02,,b'2',
13-05-2019-02:06:03,,b'2',
13-05-2019-02:06:04,,b'2',
13-05-2019-02:06:05,,b'2',
13-05-2019-02:06:06,,b'2',
13-05-2019-02:06:07,,b'2',
13-05-2019-02:06:08,,b'2',
13-05-2019-02:06:09,,b'2',
13-05-2019-02:06:10,,b'2',
13-05-2019-02:06:11,,b'2',
13-05-2019-02:06:12,,b'2',
13-05-2019-02:06:13,,b'2',
13-05-2019-02:06:14,,b'2',
13-05-2019-02:06:15,,b'2',
13-05-2019-02:06:20,play,b'',
13-05-2019-02:06:23,,b'2',
13-05-2019-02:06:24,,b'2',2
13-05-2019-02:06:25,,b'2',
13-05-2019-02:06:26,,b'2',
13-05-2019-02:06:27,,b'2',
13-05-2019-02:06:28,,b'2',
13-05-2019-02:06:29,,b'2',
13-05-2019-02:06:30,,b'2',
13-05-2019-02:06:31,,b'2',
13-05-2019-02:06:32,,b'2',
13-05-2019-02:06:33,,b'2',
13-05-2019-02:06:34,,b'2',
13-05-2019-02:06:35,,b'2',
13-05-2019-02:06:36,,b'2',
13-05-2019-02:06:37,,b'2',
13-05-2019-02:06:38,,b'2',
13-05-2019-02:06:39,,b'2',
13-05-2019-02:06:40,,b'2',
13-05-2019-02:06:41,,b'2',
13-05-2019-02:06:42,,b'2',
13-05-2019-02:06:43,,b'2',
13-05-2019-02:06:44,,b'2',
13-05-2019-02:06:45,,b'2',
13-05-2019-02:06:46,,b'2',
13-05-2019-02:06:47,,b'2',
13-05-2019-02:06:48,,b'2',
13-05-2019-02:06:49,,b'2',
13-05-2019-02:06:50,,b'2',
13-05-2019-02:06:51,,b'2',
13-05-2019-02:06:52,,b'2',
13-05-2019-02:06:56,,b'2',
13-05-2019-02:06:58,,b'2',
13-05-2019-02:06:59,,b'2',
13-05-2019-02:07:04,,b'',
13-05-2019-02:07:05,play,,
13-05-2019-02:07:12,,b'2',2
13-05-2019-02:07:13,,b'2',
13-05-2019-02:07:14,,b'2',
13-05-2019-02:07:15,,b'2',
13-05-2019-02:07:16,,b'2',
13-05-2019-02:07:17,,b'2',
13-05-2019-02:07:18,,b'2',
13-05-2019-02:07:19,,b'2',
13-05-2019-02:07:20,,b'2',
13-05-2019-02:07:21,,b'2',
13-05-2019-02:07:22,,b'2',
13-05-2019-02:07:23,,b'2',
13-05-2019-02:07:24,,b'2',
13-05-2019-02:07:25,,b'2',
13-05-2019-02:07:26,,b'2',
13-05-2019-02:07:28,,b'2',
13-05-2019-02:07:29,,b'2',
13-05-2019-02:07:30,,b'2',
13-05-2019-02:07:31,,b'2',
13-05-2019-02:07:32,,b'2',
13-05-2019-02:07:37,play,b'',
13-05-2019-02:07:44,,b'',
13-05-2019-02:07:49,,b'',
13-05-2019-02:07:54,,b'1',1
13-05-2019-02:07:59,,b'',
13-05-2019-02:08:00,,b'1',
13-05-2019-02:08:01,,b'1',
13-05-2019-02:08:02,,b'1',
13-05-2019-02:08:03,,b'1',
13-05-2019-02:08:08,play,b'',
13-05-2019-02:08:15,,b'',
13-05-2019-02:08:20,,b'',
13-05-2019-02:08:25,,b'',
13-05-2019-02:08:30,play,b'',
13-05-2019-02:08:38,,b'',
13-05-2019-02:08:43,,b'2',2
13-05-2019-02:08:44,,b'2',
13-05-2019-02:08:45,,b'2',
13-05-2019-02:08:46,,b'2',
13-05-2019-02:08:47,,b'2',
13-05-2019-02:08:49,,b'2',
13-05-2019-02:08:50,,b'2',
13-05-2019-02:08:51,,b'2',
13-05-2019-02:08:52,,b'2',
13-05-2019-02:08:53,,b'2',
13-05-2019-02:08:54,,b'2',
13-05-2019-02:08:57,,b'2',
13-05-2019-02:08:58,,b'2',
13-05-2019-02:08:59,,b'2',
13-05-2019-02:09:00,,b'2',
13-05-2019-02:09:01,,b'2',
13-05-2019-02:09:02,,b'2',
13-05-2019-02:09:07,play,b'',
13-05-2019-02:09:14,,b'1',1
13-05-2019-02:09:19,,b'',
13-05-2019-02:09:24,,b'',
13-05-2019-02:09:29,play,b'',
13-05-2019-02:09:36,,b'',
13-05-2019-02:09:41,,b'',
13-05-2019-02:09:46,,b'',
13-05-2019-02:09:51,play,b'',
13-05-2019-02:09:59,,b'',
13-05-2019-02:10:04,,b'',
13-05-2019-02:10:09,,b'',
13-05-2019-02:10:14,play,b'',
13-05-2019-02:10:21,,b'',
13-05-2019-02:10:26,,b'',
13-05-2019-02:10:31,,b'',
13-05-2019-02:10:36,play,b'',
13-05-2019-02:10:43,,b'',
13-05-2019-02:10:48,,b'',
13-05-2019-02:10:53,,b'',
13-05-2019-02:10:58,play,b'',
13-05-2019-02:11:05,,b'',
13-05-2019-02:11:10,,b'',
13-05-2019-02:11:15,,b'',
13-05-2019-02:11:21,play,b'',
13-05-2019-02:11:28,,b'',
13-05-2019-02:11:33,,b'',
13-05-2019-02:11:38,,b'',
13-05-2019-02:11:43,play,b'',
13-05-2019-02:11:50,,b'',
13-05-2019-02:11:55,,b'',
13-05-2019-02:12:00,,b'',
13-05-2019-02:12:05,play,b'',
13-05-2019-02:12:12,,b'',
13-05-2019-02:12:17,,b'',
13-05-2019-02:12:22,,b'',
13-05-2019-02:12:27,play,b'',
13-05-2019-02:12:34,,b'',
13-05-2019-02:12:40,,b'',
13-05-2019-02:12:45,,b'',
13-05-2019-02:12:50,play,b'',
13-05-2019-02:12:53,,b'2',2
13-05-2019-02:12:54,,b'2',
13-05-2019-02:12:55,,b'2',
13-05-2019-02:12:56,,b'2',
13-05-2019-02:12:57,,b'2',
13-05-2019-02:12:58,,b'2',
13-05-2019-02:12:59,,b'2',
13-05-2019-02:13:00,,b'2',
13-05-2019-02:13:01,,b'2',
13-05-2019-02:13:02,,b'2',
13-05-2019-02:13:03,,b'2',
13-05-2019-02:13:04,,b'2',
13-05-2019-02:13:05,,b'2',
13-05-2019-02:13:06,,b'2',
13-05-2019-02:13:07,,b'2',
13-05-2019-02:13:08,,b'2',
13-05-2019-02:13:09,,b'2',
13-05-2019-02:13:10,,b'2',
13-05-2019-02:13:11,,b'2',
13-05-2019-02:13:12,,b'2',
13-05-2019-02:13:13,,b'2',
13-05-2019-02:13:14,,b'2',
13-05-2019-02:13:15,,b'2',
13-05-2019-02:13:16,,b'2',
13-05-2019-02:13:17,,b'2',
13-05-2019-02:13:18,,b'2',
13-05-2019-02:13:19,,b'2',
13-05-2019-02:13:20,,b'2',
13-05-2019-02:13:25,play,b'',
13-05-2019-02:13:32,,b'',
13-05-2019-02:13:37,,b'',
13-05-2019-02:13:43,,b'',
13-05-2019-02:13:48,play,b'',
13-05-2019-02:13:55,,b'',
13-05-2019-02:14:00,,b'',
13-05-2019-02:14:05,,b'',
13-05-2019-02:14:10,play,b'',
13-05-2019-02:14:17,,b'',
13-05-2019-02:14:22,,b'',
13-05-2019-02:14:27,,b'',
13-05-2019-02:14:32,play,b'',
13-05-2019-02:14:39,,b'',
13-05-2019-02:14:44,,b'',
13-05-2019-02:14:49,,b'',
13-05-2019-02:14:54,play,b'',
13-05-2019-02:15:02,,b'',
13-05-2019-02:15:07,,b'',
13-05-2019-02:15:12,,b'',
13-05-2019-02:15:17,play,b'',
13-05-2019-02:15:24,,b'',
13-05-2019-02:15:29,,b'',
13-05-2019-02:15:34,,b'',
13-05-2019-02:15:39,play,b'',
13-05-2019-02:15:46,,b'',
13-05-2019-02:15:51,,b'',
13-05-2019-02:15:56,,b'',
13-05-2019-02:16:01,play,b'',
13-05-2019-02:16:08,,b'',
13-05-2019-02:16:13,,b'',
13-05-2019-02:16:18,,b'',
13-05-2019-02:16:24,play,b'',
13-05-2019-02:16:31,,b'',
13-05-2019-02:16:36,,b'',
13-05-2019-02:16:41,,b'',
13-05-2019-02:16:46,play,b'',
13-05-2019-02:16:53,,b'',
13-05-2019-02:16:58,,b'',
13-05-2019-02:17:03,,b'',
13-05-2019-02:17:08,play,b'',
13-05-2019-02:17:15,,b'',
13-05-2019-02:17:20,,b'',
13-05-2019-02:17:25,,b'',
13-05-2019-02:17:30,play,b'',
13-05-2019-02:17:37,,b'',
13-05-2019-02:17:43,,b'',
13-05-2019-02:17:48,,b'',
13-05-2019-02:17:53,play,b'',
13-05-2019-02:18:00,,b'',
13-05-2019-02:18:05,,b'',
13-05-2019-02:18:10,,b'',
13-05-2019-02:18:15,play,b'',
13-05-2019-02:18:22,,b'',
13-05-2019-02:18:27,,b'',
13-05-2019-02:18:32,,b'',
13-05-2019-02:18:37,play,b'',
13-05-2019-02:18:44,,b'',
13-05-2019-02:18:49,,b'',
13-05-2019-02:18:54,,b'',
13-05-2019-02:18:59,,b'',
13-05-2019-02:19:00,play,,
13-05-2019-02:19:07,,b'',
13-05-2019-02:19:12,,b'',
13-05-2019-02:19:17,,b'',
13-05-2019-02:19:22,play,b'',
13-05-2019-02:19:29,,b'',
13-05-2019-02:19:34,,b'',
13-05-2019-02:19:39,,b'',
13-05-2019-02:19:44,play,b'',
13-05-2019-02:19:51,,b'',
13-05-2019-02:19:56,,b'',
13-05-2019-02:20:01,,b'',
13-05-2019-02:20:06,play,b'',
13-05-2019-02:20:13,,b'',
13-05-2019-02:20:18,,b'',
13-05-2019-02:20:24,,b'',
13-05-2019-02:20:29,play,b'',
13-05-2019-02:20:36,,b'',
13-05-2019-02:20:41,,b'',
13-05-2019-02:20:46,,b'',
13-05-2019-02:20:49,,b'1',1
13-05-2019-02:20:54,play,b'',
13-05-2019-02:21:01,,b'',
13-05-2019-02:21:06,,b'',
13-05-2019-02:21:09,,b'2',
13-05-2019-02:21:10,,b'2',2
13-05-2019-02:21:11,,b'2',
13-05-2019-02:21:12,,b'2',
13-05-2019-02:21:13,,b'2',
13-05-2019-02:21:14,,b'2',
13-05-2019-02:21:15,,b'2',
13-05-2019-02:21:16,,b'2',
13-05-2019-02:21:21,play,b'',
13-05-2019-02:21:28,,b'',
13-05-2019-02:21:34,,b'',
13-05-2019-02:21:39,,b'',
13-05-2019-02:21:44,play,b'',
13-05-2019-02:21:51,,b'',
13-05-2019-02:21:56,,b'',
13-05-2019-02:22:01,,b'',
13-05-2019-02:22:06,play,b'',
13-05-2019-02:22:13,,b'',
13-05-2019-02:22:18,,b'',
13-05-2019-02:22:23,,b'',
13-05-2019-02:22:28,play,b'',
13-05-2019-02:22:35,,b'',
13-05-2019-02:22:40,,b'',
13-05-2019-02:22:45,,b'',
13-05-2019-02:22:50,,b'',
13-05-2019-02:22:51,play,,
13-05-2019-02:22:58,,b'',
13-05-2019-02:23:03,,b'',
13-05-2019-02:23:08,,b'',
13-05-2019-02:23:13,play,b'',
13-05-2019-02:23:20,,b'',
13-05-2019-02:23:25,,b'',
13-05-2019-02:23:30,,b'',
13-05-2019-02:23:35,play,b'',
13-05-2019-02:23:42,,b'',
13-05-2019-02:23:47,,b'',
13-05-2019-02:23:52,,b'',
13-05-2019-02:23:57,play,b'',
13-05-2019-02:24:04,,b'',
13-05-2019-02:24:09,,b'',
13-05-2019-02:24:15,,b'',
13-05-2019-02:24:20,play,b'',
13-05-2019-02:24:27,,b'',
13-05-2019-02:24:32,,b'',
13-05-2019-02:24:37,,b'',
13-05-2019-02:24:42,play,b'',
13-05-2019-02:24:49,,b'',
13-05-2019-02:24:54,,b'',
13-05-2019-02:24:59,,b'',
13-05-2019-02:25:04,play,b'',
13-05-2019-02:25:11,,b'',
13-05-2019-02:25:12,,b'2',2
13-05-2019-02:25:17,,b'',
13-05-2019-02:25:22,,b'',
13-05-2019-02:25:27,play,b'',
13-05-2019-02:25:34,,b'',
13-05-2019-02:25:39,,b'',
13-05-2019-02:25:44,,b'',
13-05-2019-02:25:49,play,b'',
13-05-2019-02:25:57,,b'',
13-05-2019-02:26:02,,b'',
13-05-2019-02:26:07,,b'',
13-05-2019-02:26:12,play,b'',
13-05-2019-02:26:19,,b'',
13-05-2019-02:26:24,,b'',
13-05-2019-02:26:29,,b'',
13-05-2019-02:26:34,play,b'',
13-05-2019-02:26:41,,b'',
13-05-2019-02:26:46,,b'',
13-05-2019-02:26:51,,b'',
13-05-2019-02:26:56,play,b'',
13-05-2019-02:27:03,,b'',
13-05-2019-02:27:08,,b'',
13-05-2019-02:27:13,,b'',
13-05-2019-02:27:18,,b'',
13-05-2019-02:27:19,play,,
13-05-2019-02:27:26,,b'',
13-05-2019-02:27:31,,b'',
13-05-2019-02:27:36,,b'',
13-05-2019-02:27:41,play,b'',
13-05-2019-02:27:48,,b'',
13-05-2019-02:27:53,,b'',
13-05-2019-02:27:58,,b'',
13-05-2019-02:28:03,play,b'',
13-05-2019-02:28:10,,b'',
13-05-2019-02:28:15,,b'',
13-05-2019-02:28:20,,b'',
13-05-2019-02:28:25,play,b'',
13-05-2019-02:28:32,,b'',
13-05-2019-02:28:37,,b'',
13-05-2019-02:28:43,,b'',
13-05-2019-02:28:48,play,b'',
13-05-2019-02:28:55,,b'',
13-05-2019-02:29:00,,b'',
13-05-2019-02:29:05,,b'',
13-05-2019-02:29:10,play,b'',
13-05-2019-02:29:17,,b'',
13-05-2019-02:29:20,,b'2',2
13-05-2019-02:29:25,,b'',
13-05-2019-02:29:30,,b'',
13-05-2019-02:29:35,play,b'',
13-05-2019-02:29:42,,b'',
13-05-2019-02:29:47,,b'',
13-05-2019-02:29:52,,b'',
13-05-2019-02:29:57,play,b'',
13-05-2019-02:30:04,,b'',
13-05-2019-02:30:09,,b'',
13-05-2019-02:30:14,,b'',
