,signal,bat_id_1,bat_id_2,feeder,pump,condition
06-11-2019-00:38:02,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:38:03,,['307410CD2C02D9C000000001'],,b'102',2,R reward
06-11-2019-00:38:04,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:38:05,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:38:06,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:38:07,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:38:08,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:38:09,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:38:10,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:38:11,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:38:12,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:38:13,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:38:14,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:38:15,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:38:16,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:38:17,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:38:18,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:38:19,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:38:20,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:38:21,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:38:22,play,,,no_bat,,R reward
06-11-2019-00:38:23,,,,no_bat,,R reward
06-11-2019-00:38:24,,,,no_bat,,R reward
06-11-2019-00:38:25,,,,no_bat,,R reward
06-11-2019-00:38:26,,,,no_bat,,R reward
06-11-2019-00:38:27,,,,no_bat,,R reward
06-11-2019-00:38:28,,,,no_bat,,R reward
06-11-2019-00:38:29,,,,no_bat,,R reward
06-11-2019-00:38:30,,,,no_bat,,R reward
06-11-2019-00:38:31,,,,no_bat,,R reward
06-11-2019-00:38:32,,,,no_bat,,R reward
06-11-2019-00:38:33,,,,no_bat,,R reward
06-11-2019-00:38:34,,,,no_bat,,R reward
06-11-2019-00:38:35,,,,no_bat,,R reward
06-11-2019-00:38:36,,,,no_bat,,R reward
06-11-2019-00:38:37,,,,no_bat,,R reward
06-11-2019-00:38:38,,,,no_bat,,R reward
06-11-2019-00:38:39,,,,no_bat,,R reward
06-11-2019-00:38:40,,,,no_bat,,R reward
06-11-2019-00:38:41,,,,no_bat,,R reward
06-11-2019-00:38:42,,,,no_bat,,R reward
06-11-2019-00:38:43,,,,no_bat,,R reward
06-11-2019-00:38:44,play,,,no_bat,,R reward
06-11-2019-00:38:45,,,,no_bat,,R reward
06-11-2019-00:38:46,,,,no_bat,,R reward
06-11-2019-00:38:47,,,,no_bat,,R reward
06-11-2019-00:38:48,,,,no_bat,,R reward
06-11-2019-00:38:49,,,,no_bat,,R reward
06-11-2019-00:38:50,,,,no_bat,,R reward
06-11-2019-00:38:51,,,,no_bat,,R reward
06-11-2019-00:38:52,,,,no_bat,,R reward
06-11-2019-00:38:53,,,,no_bat,,R reward
06-11-2019-00:38:54,,,,no_bat,,R reward
06-11-2019-00:38:56,,,,no_bat,,R reward
06-11-2019-00:38:57,,,,no_bat,,R reward
06-11-2019-00:38:58,,,,no_bat,,R reward
06-11-2019-00:38:59,,,,no_bat,,R reward
06-11-2019-00:39:00,,,,no_bat,,R reward
06-11-2019-00:39:01,,,,no_bat,,R reward
06-11-2019-00:39:02,,,,no_bat,,R reward
06-11-2019-00:39:03,,,,no_bat,,R reward
06-11-2019-00:39:04,,,,no_bat,,R reward
06-11-2019-00:39:05,,,,no_bat,,R reward
06-11-2019-00:39:07,play,,,no_bat,,R reward
06-11-2019-00:39:08,,,,no_bat,,R reward
06-11-2019-00:39:09,,,,no_bat,,R reward
06-11-2019-00:39:10,,,,no_bat,,R reward
06-11-2019-00:39:11,,,,no_bat,,R reward
06-11-2019-00:39:12,,,,no_bat,,R reward
06-11-2019-00:39:13,,,,no_bat,,R reward
06-11-2019-00:39:14,,,,no_bat,,R reward
06-11-2019-00:39:15,,,,no_bat,,R reward
06-11-2019-00:39:16,,,,no_bat,,R reward
06-11-2019-00:39:17,,,,no_bat,,R reward
06-11-2019-00:39:18,,,,no_bat,,R reward
06-11-2019-00:39:19,,,,no_bat,,R reward
06-11-2019-00:39:20,,,,no_bat,,R reward
06-11-2019-00:39:21,,,,no_bat,,R reward
06-11-2019-00:39:22,,,,no_bat,,R reward
06-11-2019-00:39:23,,,,no_bat,,R reward
06-11-2019-00:39:24,,,,no_bat,,R reward
06-11-2019-00:39:25,,,,no_bat,,R reward
06-11-2019-00:39:26,,,,no_bat,,R reward
06-11-2019-00:39:27,,,,no_bat,,R reward
06-11-2019-00:39:28,,,,no_bat,,R reward
06-11-2019-00:39:29,play,,,,,R reward
06-11-2019-00:39:30,,,,no_bat,,R reward
06-11-2019-00:39:31,,,,no_bat,,R reward
06-11-2019-00:39:32,,,,no_bat,,R reward
06-11-2019-00:39:33,,,,no_bat,,R reward
06-11-2019-00:39:34,,,,no_bat,,R reward
06-11-2019-00:39:35,,,,no_bat,,R reward
06-11-2019-00:39:36,,,,no_bat,,R reward
06-11-2019-00:39:37,,,,no_bat,,R reward
06-11-2019-00:39:38,,,,no_bat,,R reward
06-11-2019-00:39:39,,,,no_bat,,R reward
06-11-2019-00:39:41,,,,no_bat,,R reward
06-11-2019-00:39:42,,,,no_bat,,R reward
06-11-2019-00:39:43,,,,no_bat,,R reward
06-11-2019-00:39:44,,,,no_bat,,R reward
06-11-2019-00:39:45,,,,no_bat,,R reward
06-11-2019-00:39:46,,,,no_bat,,R reward
06-11-2019-00:39:47,,,,no_bat,,R reward
06-11-2019-00:39:48,,,,no_bat,,R reward
06-11-2019-00:39:49,,,,no_bat,,R reward
06-11-2019-00:39:50,,,,no_bat,,R reward
06-11-2019-00:39:51,,,,no_bat,,R reward
06-11-2019-00:39:52,play,,,no_bat,,R reward
06-11-2019-00:39:53,,,,no_bat,,R reward
06-11-2019-00:39:54,,,,no_bat,,R reward
06-11-2019-00:39:55,,,,no_bat,,R reward
06-11-2019-00:39:56,,,,no_bat,,R reward
06-11-2019-00:39:57,,,,no_bat,,R reward
06-11-2019-00:39:58,,,,no_bat,,R reward
06-11-2019-00:39:59,,,,no_bat,,R reward
06-11-2019-00:40:00,,,,no_bat,,R reward
06-11-2019-00:40:01,,,,no_bat,,R reward
06-11-2019-00:40:02,,,,no_bat,,R reward
06-11-2019-00:40:03,,,,no_bat,,R reward
06-11-2019-00:40:04,,,,no_bat,,R reward
06-11-2019-00:40:05,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:40:06,,['307410CD2C02D9C000000001'],,b'102',2,R reward
06-11-2019-00:40:07,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:40:08,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:40:09,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:40:10,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:40:11,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:40:12,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:40:13,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:40:14,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:40:15,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:40:16,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:40:17,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:40:18,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:40:19,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:40:20,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:40:21,,,,no_bat,,R reward
06-11-2019-00:40:22,play,,,no_bat,,R reward
06-11-2019-00:40:23,,,,no_bat,,R reward
06-11-2019-00:40:24,,,,no_bat,,R reward
06-11-2019-00:40:25,,,,no_bat,,R reward
06-11-2019-00:40:26,,,,no_bat,,R reward
06-11-2019-00:40:27,,,,no_bat,,R reward
06-11-2019-00:40:28,,,,no_bat,,R reward
06-11-2019-00:40:29,,,,no_bat,,R reward
06-11-2019-00:40:30,,,,no_bat,,R reward
06-11-2019-00:40:31,,,,no_bat,,R reward
06-11-2019-00:40:32,,,,no_bat,,R reward
06-11-2019-00:40:33,,,,no_bat,,R reward
06-11-2019-00:40:34,,,,no_bat,,R reward
06-11-2019-00:40:35,,,,no_bat,,R reward
06-11-2019-00:40:36,,,,no_bat,,R reward
06-11-2019-00:40:37,,,,no_bat,,R reward
06-11-2019-00:40:38,,,,no_bat,,R reward
06-11-2019-00:40:39,,,,no_bat,,R reward
06-11-2019-00:40:40,,,,no_bat,,R reward
06-11-2019-00:40:41,,,,no_bat,,R reward
06-11-2019-00:40:42,,,,no_bat,,R reward
06-11-2019-00:40:43,,,,no_bat,,R reward
06-11-2019-00:40:44,play,,,no_bat,,R reward
06-11-2019-00:40:45,,,,no_bat,,R reward
06-11-2019-00:40:46,,,,no_bat,,R reward
06-11-2019-00:40:47,,,,no_bat,,R reward
06-11-2019-00:40:48,,,,no_bat,,R reward
06-11-2019-00:40:49,,,,no_bat,,R reward
06-11-2019-00:40:50,,,,no_bat,,R reward
06-11-2019-00:40:51,,,,no_bat,,R reward
06-11-2019-00:40:52,,,,no_bat,,R reward
06-11-2019-00:40:53,,,,no_bat,,R reward
06-11-2019-00:40:54,,,,no_bat,,R reward
06-11-2019-00:40:55,,,,no_bat,,R reward
06-11-2019-00:40:56,,,,no_bat,,R reward
06-11-2019-00:40:57,,,,no_bat,,R reward
06-11-2019-00:40:58,,,,no_bat,,R reward
06-11-2019-00:40:59,,,,no_bat,,R reward
06-11-2019-00:41:00,,,,no_bat,,R reward
06-11-2019-00:41:01,,,,no_bat,,R reward
06-11-2019-00:41:02,,,,no_bat,,R reward
06-11-2019-00:41:03,,,,no_bat,,R reward
06-11-2019-00:41:04,,,,no_bat,,R reward
06-11-2019-00:41:05,,,,no_bat,,R reward
06-11-2019-00:41:06,play,,,no_bat,,R reward
06-11-2019-00:41:07,,,,no_bat,,R reward
06-11-2019-00:41:08,,,,no_bat,,R reward
06-11-2019-00:41:09,,,,no_bat,,R reward
06-11-2019-00:41:10,,,,no_bat,,R reward
06-11-2019-00:41:11,,,,no_bat,,R reward
06-11-2019-00:41:12,,,,no_bat,,R reward
06-11-2019-00:41:13,,,,no_bat,,R reward
06-11-2019-00:41:14,,,,no_bat,,R reward
06-11-2019-00:41:15,,,,no_bat,,R reward
06-11-2019-00:41:16,,,,no_bat,,R reward
06-11-2019-00:41:17,,,,no_bat,,R reward
06-11-2019-00:41:18,,,,no_bat,,R reward
06-11-2019-00:41:19,,,,no_bat,,R reward
06-11-2019-00:41:20,,,,no_bat,,R reward
06-11-2019-00:41:21,,,,no_bat,,R reward
06-11-2019-00:41:22,,,,no_bat,,R reward
06-11-2019-00:41:23,,,,no_bat,,R reward
06-11-2019-00:41:24,,,,no_bat,,R reward
06-11-2019-00:41:25,,,,no_bat,,R reward
06-11-2019-00:41:26,,,,no_bat,,R reward
06-11-2019-00:41:27,,,,no_bat,,R reward
06-11-2019-00:41:28,play,,,,,R reward
06-11-2019-00:41:29,,,,no_bat,,R reward
06-11-2019-00:41:30,,,,no_bat,,R reward
06-11-2019-00:41:31,,,,no_bat,,R reward
06-11-2019-00:41:32,,,,no_bat,,R reward
06-11-2019-00:41:33,,,,no_bat,,R reward
06-11-2019-00:41:34,,,,no_bat,,R reward
06-11-2019-00:41:35,,,,no_bat,,R reward
06-11-2019-00:41:36,,,,no_bat,,R reward
06-11-2019-00:41:37,,,,no_bat,,R reward
06-11-2019-00:41:38,,,,no_bat,,R reward
06-11-2019-00:41:39,,,,no_bat,,R reward
06-11-2019-00:41:40,,,,no_bat,,R reward
06-11-2019-00:41:41,,,,no_bat,,R reward
06-11-2019-00:41:42,,,,no_bat,,R reward
06-11-2019-00:41:43,,,,no_bat,,R reward
06-11-2019-00:41:44,,,,no_bat,,R reward
06-11-2019-00:41:45,,,,no_bat,,R reward
06-11-2019-00:41:46,,,,no_bat,,R reward
06-11-2019-00:41:47,,,,no_bat,,R reward
06-11-2019-00:41:48,,,,no_bat,,R reward
06-11-2019-00:41:49,,,,no_bat,,R reward
06-11-2019-00:41:51,play,,,no_bat,,R reward
06-11-2019-00:41:52,,,,no_bat,,R reward
06-11-2019-00:41:53,,,,no_bat,,R reward
06-11-2019-00:41:54,,,,no_bat,,R reward
06-11-2019-00:41:55,,,,no_bat,,R reward
06-11-2019-00:41:56,,,,no_bat,,R reward
06-11-2019-00:41:57,,,,no_bat,,R reward
06-11-2019-00:41:58,,,,no_bat,,R reward
06-11-2019-00:41:59,,,,no_bat,,R reward
06-11-2019-00:42:00,,,,no_bat,,R reward
06-11-2019-00:42:02,,,,no_bat,,R reward
06-11-2019-00:42:03,,,,no_bat,,R reward
06-11-2019-00:42:04,,,,no_bat,,R reward
06-11-2019-00:42:05,,,,no_bat,,R reward
06-11-2019-00:42:06,,,,no_bat,,R reward
06-11-2019-00:42:07,,,,no_bat,,R reward
06-11-2019-00:42:08,,,,no_bat,,R reward
06-11-2019-00:42:09,,,,no_bat,,R reward
06-11-2019-00:42:10,,,,no_bat,,R reward
06-11-2019-00:42:11,,,,no_bat,,R reward
06-11-2019-00:42:12,,,,no_bat,,R reward
06-11-2019-00:42:13,play,,,no_bat,,R reward
06-11-2019-00:42:14,,,,no_bat,,R reward
06-11-2019-00:42:15,,,,no_bat,,R reward
06-11-2019-00:42:16,,,,no_bat,,R reward
06-11-2019-00:42:17,,,,no_bat,,R reward
06-11-2019-00:42:18,,,,no_bat,,R reward
06-11-2019-00:42:19,,,,no_bat,,R reward
06-11-2019-00:42:20,,,,no_bat,,R reward
06-11-2019-00:42:21,,,,no_bat,,R reward
06-11-2019-00:42:22,,,,no_bat,,R reward
06-11-2019-00:42:23,,,,no_bat,,R reward
06-11-2019-00:42:24,,,,no_bat,,R reward
06-11-2019-00:42:25,,,,no_bat,,R reward
06-11-2019-00:42:26,,,,no_bat,,R reward
06-11-2019-00:42:27,,,,no_bat,,R reward
06-11-2019-00:42:28,,,,no_bat,,R reward
06-11-2019-00:42:29,,,,no_bat,,R reward
06-11-2019-00:42:30,,,,no_bat,,R reward
06-11-2019-00:42:31,,,,no_bat,,R reward
06-11-2019-00:42:32,,,,no_bat,,R reward
06-11-2019-00:42:33,,,,no_bat,,R reward
06-11-2019-00:42:34,,,,no_bat,,R reward
06-11-2019-00:42:35,play,,,,,R reward
06-11-2019-00:42:36,,,,no_bat,,R reward
06-11-2019-00:42:37,,,,no_bat,,R reward
06-11-2019-00:42:38,,,,no_bat,,R reward
06-11-2019-00:42:39,,,,no_bat,,R reward
06-11-2019-00:42:40,,,,no_bat,,R reward
06-11-2019-00:42:41,,,,no_bat,,R reward
06-11-2019-00:42:42,,,,no_bat,,R reward
06-11-2019-00:42:43,,,,no_bat,,R reward
06-11-2019-00:42:44,,,,no_bat,,R reward
06-11-2019-00:42:45,,,,no_bat,,R reward
06-11-2019-00:42:46,,,,no_bat,,R reward
06-11-2019-00:42:47,,,,no_bat,,R reward
06-11-2019-00:42:48,,,,no_bat,,R reward
06-11-2019-00:42:49,,,,no_bat,,R reward
06-11-2019-00:42:50,,,,no_bat,,R reward
06-11-2019-00:42:51,,,,no_bat,,R reward
06-11-2019-00:42:52,,,,no_bat,,R reward
06-11-2019-00:42:53,,,,no_bat,,R reward
06-11-2019-00:42:54,,,,no_bat,,R reward
06-11-2019-00:42:55,,,,no_bat,,R reward
06-11-2019-00:42:56,,,,no_bat,,R reward
06-11-2019-00:42:57,play,,,no_bat,,R reward
06-11-2019-00:42:58,,,,no_bat,,R reward
06-11-2019-00:42:59,,,,no_bat,,R reward
06-11-2019-00:43:00,,,,no_bat,,R reward
06-11-2019-00:43:01,,,,no_bat,,R reward
06-11-2019-00:43:02,,,,no_bat,,R reward
06-11-2019-00:43:03,,,,no_bat,,R reward
06-11-2019-00:43:04,,,,no_bat,,R reward
06-11-2019-00:43:05,,,,no_bat,,R reward
06-11-2019-00:43:06,,,,no_bat,,R reward
06-11-2019-00:43:07,,,,no_bat,,R reward
06-11-2019-00:43:09,,,,no_bat,,R reward
06-11-2019-00:43:10,,,,no_bat,,R reward
06-11-2019-00:43:11,,,,no_bat,,R reward
06-11-2019-00:43:12,,,,no_bat,,R reward
06-11-2019-00:43:13,,,,no_bat,,R reward
06-11-2019-00:43:14,,,,no_bat,,R reward
06-11-2019-00:43:15,,,,no_bat,,R reward
06-11-2019-00:43:16,,,,no_bat,,R reward
06-11-2019-00:43:17,,,,no_bat,,R reward
06-11-2019-00:43:18,,,,no_bat,,R reward
06-11-2019-00:43:19,,,,no_bat,,R reward
06-11-2019-00:43:20,play,,,no_bat,,R reward
06-11-2019-00:43:21,,,,no_bat,,R reward
06-11-2019-00:43:22,,,,no_bat,,R reward
06-11-2019-00:43:23,,,,no_bat,,R reward
06-11-2019-00:43:24,,,,no_bat,,R reward
06-11-2019-00:43:25,,,,no_bat,,R reward
06-11-2019-00:43:26,,,,no_bat,,R reward
06-11-2019-00:43:27,,,,no_bat,,R reward
06-11-2019-00:43:28,,,,no_bat,,R reward
06-11-2019-00:43:29,,,,no_bat,,R reward
06-11-2019-00:43:30,,,,no_bat,,R reward
06-11-2019-00:43:31,,,,no_bat,,R reward
06-11-2019-00:43:32,,,,no_bat,,R reward
06-11-2019-00:43:33,,,,no_bat,,R reward
06-11-2019-00:43:34,,,,no_bat,,R reward
06-11-2019-00:43:35,,,,no_bat,,R reward
06-11-2019-00:43:36,,,,no_bat,,R reward
06-11-2019-00:43:37,,,,no_bat,,R reward
06-11-2019-00:43:38,,,,no_bat,,R reward
06-11-2019-00:43:39,,,,no_bat,,R reward
06-11-2019-00:43:40,,,,no_bat,,R reward
06-11-2019-00:43:41,,,,no_bat,,R reward
06-11-2019-00:43:42,play,,,no_bat,,R reward
06-11-2019-00:43:43,,,,no_bat,,R reward
06-11-2019-00:43:44,,,,no_bat,,R reward
06-11-2019-00:43:45,,,,no_bat,,R reward
06-11-2019-00:43:46,,,,no_bat,,R reward
06-11-2019-00:43:47,,,,no_bat,,R reward
06-11-2019-00:43:48,,,,no_bat,,R reward
06-11-2019-00:43:49,,,,no_bat,,R reward
06-11-2019-00:43:50,,,,no_bat,,R reward
06-11-2019-00:43:51,,,,no_bat,,R reward
06-11-2019-00:43:52,,['307410CD2C040B4000000001'],,b'101',,R reward
06-11-2019-00:43:53,,,,,1,R reward
06-11-2019-00:43:54,,['307410CD2C040B4000000001'],,b'101',,R reward
06-11-2019-00:43:55,,['307410CD2C040B4000000001'],,b'101',,R reward
06-11-2019-00:43:56,,['307410CD2C040B4000000001'],,b'101',,R reward
06-11-2019-00:43:57,,['307410CD2C040B4000000001'],,b'101',,R reward
06-11-2019-00:43:58,,['307410CD2C040B4000000001'],,b'101',,R reward
06-11-2019-00:43:59,,['307410CD2C040B4000000001'],,b'101',,R reward
06-11-2019-00:44:00,,['307410CD2C040B4000000001'],,b'101',,R reward
06-11-2019-00:44:01,,['307410CD2C040B4000000001'],,b'101',,R reward
06-11-2019-00:44:02,,['307410CD2C040B4000000001'],,b'101',,R reward
06-11-2019-00:44:03,,['307410CD2C040B4000000001'],,b'101',,R reward
06-11-2019-00:44:04,,['307410CD2C040B4000000001'],,b'101',,R reward
06-11-2019-00:44:05,,['307410CD2C040B4000000001'],,b'101',,R reward
06-11-2019-00:44:06,,['307410CD2C040B4000000001'],,b'101',,R reward
06-11-2019-00:44:07,,['307410CD2C02D9C000000001'],,b'101',,R reward
06-11-2019-00:44:08,,['307410CD2C02D9C000000001'],,b'101',,R reward
06-11-2019-00:44:09,,['307410CD2C02D9C000000001'],,b'101',,R reward
06-11-2019-00:44:10,,['307410CD2C02D9C000000001'],,b'101',,R reward
06-11-2019-00:44:11,,['307410CD2C02D9C000000001'],,b'101',,R reward
06-11-2019-00:44:12,,['307410CD2C02D9C000000001'],,b'101',,R reward
06-11-2019-00:44:13,,['307410CD2C02D9C000000001'],,b'101',,R reward
06-11-2019-00:44:14,,['307410CD2C02D9C000000001'],,b'101',,R reward
06-11-2019-00:44:15,,['307410CD2C02D9C000000001'],,b'101',,R reward
06-11-2019-00:44:16,,['307410CD2C02D9C000000001'],,b'101',,R reward
06-11-2019-00:44:17,,['307410CD2C02D9C000000001'],,b'101',,R reward
06-11-2019-00:44:18,,['307410CD2C02D9C000000001'],,b'101',,R reward
06-11-2019-00:44:19,,['307410CD2C02D9C000000001'],,b'101',,R reward
06-11-2019-00:44:20,,['307410CD2C02D9C000000001'],,b'101',,R reward
06-11-2019-00:44:21,,['307410CD2C02D9C000000001'],,b'101',,R reward
06-11-2019-00:44:22,,['307410CD2C040B4000000001'],,b'101',,R reward
06-11-2019-00:44:23,,['307410CD2C040B4000000001'],,b'101',,R reward
06-11-2019-00:44:24,,['307410CD2C040B4000000001'],,b'101',,R reward
06-11-2019-00:44:25,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:44:26,,['307410CD2C040B4000000001'],,b'101',,R reward
06-11-2019-00:44:27,,['307410CD2C040B4000000001'],,b'101',,R reward
06-11-2019-00:44:28,,['307410CD2C040B4000000001'],,b'101',,R reward
06-11-2019-00:44:29,play,,,no_bat,,R reward
06-11-2019-00:44:30,,,,no_bat,,R reward
06-11-2019-00:44:31,,,,no_bat,,R reward
06-11-2019-00:44:32,,,,no_bat,,R reward
06-11-2019-00:44:33,,,,no_bat,,R reward
06-11-2019-00:44:34,,,,no_bat,,R reward
06-11-2019-00:44:35,,,,no_bat,,R reward
06-11-2019-00:44:36,,,,no_bat,,R reward
06-11-2019-00:44:37,,,,no_bat,,R reward
06-11-2019-00:44:38,,,,no_bat,,R reward
06-11-2019-00:44:39,,,,no_bat,,R reward
06-11-2019-00:44:41,,,,no_bat,,R reward
06-11-2019-00:44:42,,,,no_bat,,R reward
06-11-2019-00:44:43,,,,no_bat,,R reward
06-11-2019-00:44:44,,,,no_bat,,R reward
06-11-2019-00:44:45,,,,no_bat,,R reward
06-11-2019-00:44:46,,,,no_bat,,R reward
06-11-2019-00:44:47,,,,no_bat,,R reward
06-11-2019-00:44:48,,,,no_bat,,R reward
06-11-2019-00:44:49,,,,no_bat,,R reward
06-11-2019-00:44:50,,,,no_bat,,R reward
06-11-2019-00:44:51,,,,no_bat,,R reward
06-11-2019-00:44:52,play,,,no_bat,,R reward
06-11-2019-00:44:53,,,,no_bat,,R reward
06-11-2019-00:44:54,,,,no_bat,,R reward
06-11-2019-00:44:55,,,,no_bat,,R reward
06-11-2019-00:44:56,,,,no_bat,,R reward
06-11-2019-00:44:57,,,,no_bat,,R reward
06-11-2019-00:44:58,,,,no_bat,,R reward
06-11-2019-00:44:59,,,,no_bat,,R reward
06-11-2019-00:45:00,,,,no_bat,,R reward
06-11-2019-00:45:01,,,,no_bat,,R reward
06-11-2019-00:45:02,,,,no_bat,,R reward
06-11-2019-00:45:03,,,,no_bat,,R reward
06-11-2019-00:45:04,,,,no_bat,,R reward
06-11-2019-00:45:05,,,,no_bat,,R reward
06-11-2019-00:45:06,,,,no_bat,,R reward
06-11-2019-00:45:07,,,,no_bat,,R reward
06-11-2019-00:45:08,,,,no_bat,,R reward
06-11-2019-00:45:09,,,,no_bat,,R reward
06-11-2019-00:45:10,,,,no_bat,,R reward
06-11-2019-00:45:11,,,,no_bat,,R reward
06-11-2019-00:45:12,,,,no_bat,,R reward
06-11-2019-00:45:13,,,,no_bat,,R reward
06-11-2019-00:45:15,play,,,no_bat,,R reward
06-11-2019-00:45:16,,,,no_bat,,R reward
06-11-2019-00:45:17,,,,no_bat,,R reward
06-11-2019-00:45:18,,,,no_bat,,R reward
06-11-2019-00:45:19,,,,no_bat,,R reward
06-11-2019-00:45:20,,,,no_bat,,R reward
06-11-2019-00:45:21,,,,no_bat,,R reward
06-11-2019-00:45:22,,,,no_bat,,R reward
06-11-2019-00:45:23,,,,no_bat,,R reward
06-11-2019-00:45:24,,,,no_bat,,R reward
06-11-2019-00:45:25,,,,no_bat,,R reward
06-11-2019-00:45:26,,,,no_bat,,R reward
06-11-2019-00:45:27,,,,no_bat,,R reward
06-11-2019-00:45:28,,['307410CD2C02D9C000000001'],,b'101',,R reward
06-11-2019-00:45:30,,['307410CD2C02D9C000000001'],,b'101',no 1,R reward
06-11-2019-00:45:31,,['307410CD2C02D9C000000001'],,b'101',,R reward
06-11-2019-00:45:32,,['307410CD2C02D9C000000001'],,b'101',,R reward
06-11-2019-00:45:33,,['307410CD2C02D9C000000001'],,b'101',,R reward
06-11-2019-00:45:34,,['307410CD2C02D9C000000001'],,b'101',,R reward
06-11-2019-00:45:35,,['307410CD2C02D9C000000001'],,b'101',,R reward
06-11-2019-00:45:36,,['307410CD2C02D9C000000001'],,b'101',,R reward
06-11-2019-00:45:37,,['307410CD2C02D9C000000001'],,b'101',,R reward
06-11-2019-00:45:38,,['307410CD2C02D9C000000001'],,b'101',,R reward
06-11-2019-00:45:39,,['307410CD2C02D9C000000001'],,b'101',,R reward
06-11-2019-00:45:40,,['307410CD2C02D9C000000001'],,b'101',,R reward
06-11-2019-00:45:41,,['307410CD2C02D9C000000001'],,b'101',,R reward
06-11-2019-00:45:42,,['307410CD2C02D9C000000001'],,b'101',,R reward
06-11-2019-00:45:43,,,,no_bat,,R reward
06-11-2019-00:45:44,play,,,no_bat,,R reward
06-11-2019-00:45:45,,,,no_bat,,R reward
06-11-2019-00:45:46,,,,no_bat,,R reward
06-11-2019-00:45:47,,,,no_bat,,R reward
06-11-2019-00:45:48,,,,no_bat,,R reward
06-11-2019-00:45:49,,,,no_bat,,R reward
06-11-2019-00:45:50,,,,no_bat,,R reward
06-11-2019-00:45:51,,,,no_bat,,R reward
06-11-2019-00:45:52,,,,no_bat,,R reward
06-11-2019-00:45:53,,,,no_bat,,R reward
06-11-2019-00:45:54,,,,no_bat,,R reward
06-11-2019-00:45:55,,,,no_bat,,R reward
06-11-2019-00:45:56,,,,no_bat,,R reward
06-11-2019-00:45:57,,,,no_bat,,R reward
06-11-2019-00:45:58,,,,no_bat,,R reward
06-11-2019-00:45:59,,,,no_bat,,R reward
06-11-2019-00:46:00,,,,no_bat,,R reward
06-11-2019-00:46:01,,,,no_bat,,R reward
06-11-2019-00:46:02,,,,no_bat,,R reward
06-11-2019-00:46:03,,,,no_bat,,R reward
06-11-2019-00:46:04,,,,no_bat,,R reward
06-11-2019-00:46:05,,,,no_bat,,R reward
06-11-2019-00:46:06,play,,,no_bat,,R reward
06-11-2019-00:46:07,,,,no_bat,,R reward
06-11-2019-00:46:08,,,,no_bat,,R reward
06-11-2019-00:46:09,,,,no_bat,,R reward
06-11-2019-00:46:10,,,,no_bat,,R reward
06-11-2019-00:46:11,,,,no_bat,,R reward
06-11-2019-00:46:12,,,,no_bat,,R reward
06-11-2019-00:46:13,,,,no_bat,,R reward
06-11-2019-00:46:14,,,,no_bat,,R reward
06-11-2019-00:46:15,,,,no_bat,,R reward
06-11-2019-00:46:16,,,,no_bat,,R reward
06-11-2019-00:46:17,,,,no_bat,,R reward
06-11-2019-00:46:18,,,,no_bat,,R reward
06-11-2019-00:46:19,,,,no_bat,,R reward
06-11-2019-00:46:20,,,,no_bat,,R reward
06-11-2019-00:46:21,,,,no_bat,,R reward
