,signal,bat_id_1,bat_id_2,feeder,pump,condition
06-11-2019-00:30:02,,,,no_bat,,L reward
06-11-2019-00:30:03,,,,no_bat,,L reward
06-11-2019-00:30:04,,,,no_bat,,L reward
06-11-2019-00:30:05,,,,no_bat,,L reward
06-11-2019-00:30:06,,,,no_bat,,L reward
06-11-2019-00:30:07,,,,no_bat,,L reward
06-11-2019-00:30:08,,,,no_bat,,L reward
06-11-2019-00:30:09,,,,no_bat,,L reward
06-11-2019-00:30:10,,,,no_bat,,L reward
06-11-2019-00:30:11,,,,no_bat,,L reward
06-11-2019-00:30:12,,,,no_bat,,L reward
06-11-2019-00:30:13,,,,no_bat,,L reward
06-11-2019-00:30:14,,,,no_bat,,L reward
06-11-2019-00:30:15,,,,no_bat,,L reward
06-11-2019-00:30:16,,,,no_bat,,L reward
06-11-2019-00:30:17,,,,no_bat,,L reward
06-11-2019-00:30:18,play,,,no_bat,,L reward
06-11-2019-00:30:19,,,,no_bat,,L reward
06-11-2019-00:30:20,,,,no_bat,,L reward
06-11-2019-00:30:21,,,,no_bat,,L reward
06-11-2019-00:30:22,,,,no_bat,,L reward
06-11-2019-00:30:23,,,,no_bat,,L reward
06-11-2019-00:30:24,,,,no_bat,,L reward
06-11-2019-00:30:25,,,,no_bat,,L reward
06-11-2019-00:30:26,,,,no_bat,,L reward
06-11-2019-00:30:27,,,,no_bat,,L reward
06-11-2019-00:30:28,,,,no_bat,,L reward
06-11-2019-00:30:29,,,,no_bat,,L reward
06-11-2019-00:30:30,,,,no_bat,,L reward
06-11-2019-00:30:31,,,,no_bat,,L reward
06-11-2019-00:30:32,,,,no_bat,,L reward
06-11-2019-00:30:33,,,,no_bat,,L reward
06-11-2019-00:30:34,,,,no_bat,,L reward
06-11-2019-00:30:35,,,,no_bat,,L reward
06-11-2019-00:30:36,,,,no_bat,,L reward
06-11-2019-00:30:37,,,,no_bat,,L reward
06-11-2019-00:30:38,,,,no_bat,,L reward
06-11-2019-00:30:39,,,,no_bat,,L reward
06-11-2019-00:30:40,,,,no_bat,,R reward
06-11-2019-00:30:41,play,,,no_bat,,R reward
06-11-2019-00:30:42,,,,no_bat,,R reward
06-11-2019-00:30:43,,,,no_bat,,R reward
06-11-2019-00:30:44,,,,no_bat,,R reward
06-11-2019-00:30:45,,,,no_bat,,R reward
06-11-2019-00:30:46,,,,no_bat,,R reward
06-11-2019-00:30:47,,,,no_bat,,R reward
06-11-2019-00:30:48,,,,no_bat,,R reward
06-11-2019-00:30:49,,,,no_bat,,R reward
06-11-2019-00:30:50,,,,no_bat,,R reward
06-11-2019-00:30:51,,,,no_bat,,R reward
06-11-2019-00:30:52,,,,no_bat,,R reward
06-11-2019-00:30:53,,,,no_bat,,R reward
06-11-2019-00:30:54,,,,no_bat,,R reward
06-11-2019-00:30:55,,,,no_bat,,R reward
06-11-2019-00:30:56,,,,no_bat,,R reward
06-11-2019-00:30:57,,,,no_bat,,R reward
06-11-2019-00:30:58,,,,no_bat,,R reward
06-11-2019-00:30:59,,,,no_bat,,R reward
06-11-2019-00:31:00,,['307410CD2C02D9C000000001'],,b'101',,R reward
06-11-2019-00:31:01,,['307410CD2C02D9C000000001'],,b'101',no 1,R reward
06-11-2019-00:31:02,,['307410CD2C02D9C000000001'],,b'101',,R reward
06-11-2019-00:31:03,,['307410CD2C02D9C000000001'],,b'101',,R reward
06-11-2019-00:31:04,,['307410CD2C02D9C000000001'],,b'101',,R reward
06-11-2019-00:31:05,,['307410CD2C02D9C000000001'],,b'101',,R reward
06-11-2019-00:31:06,,['307410CD2C02D9C000000001'],,b'101',,R reward
06-11-2019-00:31:07,,['307410CD2C02D9C000000001'],,b'101',,R reward
06-11-2019-00:31:08,,['307410CD2C02D9C000000001'],,b'101',,R reward
06-11-2019-00:31:09,,['307410CD2C02D9C000000001'],,b'101',,R reward
06-11-2019-00:31:10,,['307410CD2C02D9C000000001'],,b'101',,R reward
06-11-2019-00:31:11,,['307410CD2C02D9C000000001'],,b'101',,R reward
06-11-2019-00:31:12,,['307410CD2C02D9C000000001'],,b'101',,R reward
06-11-2019-00:31:13,,['307410CD2C02D9C000000001'],,b'101',,R reward
06-11-2019-00:31:14,,['307410CD2C02D9C000000001'],,b'101',,R reward
06-11-2019-00:31:15,,['307410CD2C02D9C000000001'],,b'101',,R reward
06-11-2019-00:31:16,,['307410CD2C02D9C000000001'],,b'101',,R reward
06-11-2019-00:31:17,,['307410CD2C02D9C000000001'],,b'101',,R reward
06-11-2019-00:31:18,,['307410CD2C02D9C000000001'],,b'101',,R reward
06-11-2019-00:31:19,,,,no_bat,,R reward
06-11-2019-00:31:20,play,,,no_bat,,R reward
06-11-2019-00:31:21,,,,no_bat,,R reward
06-11-2019-00:31:22,,,,no_bat,,R reward
06-11-2019-00:31:23,,,,no_bat,,R reward
06-11-2019-00:31:24,,,,no_bat,,R reward
06-11-2019-00:31:25,,,,no_bat,,R reward
06-11-2019-00:31:26,,,,no_bat,,R reward
06-11-2019-00:31:27,,,,no_bat,,R reward
06-11-2019-00:31:28,,,,no_bat,,R reward
06-11-2019-00:31:29,,,,no_bat,,R reward
06-11-2019-00:31:30,,,,no_bat,,R reward
06-11-2019-00:31:31,,,,no_bat,,R reward
06-11-2019-00:31:32,,,,no_bat,,R reward
06-11-2019-00:31:33,,,,no_bat,,R reward
06-11-2019-00:31:34,,,,no_bat,,R reward
06-11-2019-00:31:35,,['307410CD2C02D9C000000001'],,b'101',,R reward
06-11-2019-00:31:36,,['307410CD2C02D9C000000001'],,b'101',no 1,R reward
06-11-2019-00:31:37,,['307410CD2C02D9C000000001'],,b'101',,R reward
06-11-2019-00:31:38,,['307410CD2C02D9C000000001'],,b'101',,R reward
06-11-2019-00:31:39,,['307410CD2C02D9C000000001'],,b'101',,R reward
06-11-2019-00:31:40,,['307410CD2C02D9C000000001'],,b'101',,R reward
06-11-2019-00:31:41,play,,,no_bat,,R reward
06-11-2019-00:31:42,,['307410CD2C040B4000000001'],,b'101',no 1,R reward
06-11-2019-00:31:43,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:31:44,,['307410CD2C02D9C000000001'],,b'101',,R reward
06-11-2019-00:31:45,,['307410CD2C040B4000000001'],,b'101',,R reward
06-11-2019-00:31:46,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:31:47,,['307410CD2C040B4000000001'],,b'101',,R reward
06-11-2019-00:31:48,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:31:49,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:31:50,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:31:51,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:31:52,,,,no_bat,,R reward
06-11-2019-00:31:53,,,,no_bat,,R reward
06-11-2019-00:31:54,,,,no_bat,,R reward
06-11-2019-00:31:55,,,,no_bat,,R reward
06-11-2019-00:31:56,,,,no_bat,,R reward
06-11-2019-00:31:57,,,,no_bat,,R reward
06-11-2019-00:31:58,,,,no_bat,,R reward
06-11-2019-00:31:59,,,,no_bat,,R reward
06-11-2019-00:32:00,,,,no_bat,,R reward
06-11-2019-00:32:01,,,,no_bat,,R reward
06-11-2019-00:32:02,,,,no_bat,,R reward
06-11-2019-00:32:03,play,,,,,R reward
06-11-2019-00:32:04,,,,no_bat,,R reward
06-11-2019-00:32:05,,,,no_bat,,R reward
06-11-2019-00:32:06,,,,no_bat,,R reward
06-11-2019-00:32:07,,,,no_bat,,R reward
06-11-2019-00:32:08,,,,no_bat,,R reward
06-11-2019-00:32:09,,,,no_bat,,R reward
06-11-2019-00:32:10,,,,no_bat,,R reward
06-11-2019-00:32:11,,,,no_bat,,R reward
06-11-2019-00:32:12,,,,no_bat,,R reward
06-11-2019-00:32:13,,,,no_bat,,R reward
06-11-2019-00:32:14,,,,no_bat,,R reward
06-11-2019-00:32:15,,,,no_bat,,R reward
06-11-2019-00:32:16,,,,no_bat,,R reward
06-11-2019-00:32:17,,,,no_bat,,R reward
06-11-2019-00:32:18,,,,no_bat,,R reward
06-11-2019-00:32:19,,,,no_bat,,R reward
06-11-2019-00:32:20,,,,no_bat,,R reward
06-11-2019-00:32:21,,,,no_bat,,R reward
06-11-2019-00:32:22,,,,no_bat,,R reward
06-11-2019-00:32:23,,,,no_bat,,R reward
06-11-2019-00:32:24,,,,no_bat,,R reward
06-11-2019-00:32:25,,,,no_bat,,R reward
06-11-2019-00:32:26,play,,,no_bat,,R reward
06-11-2019-00:32:27,,,,no_bat,,R reward
06-11-2019-00:32:28,,,,no_bat,,R reward
06-11-2019-00:32:29,,,,no_bat,,R reward
06-11-2019-00:32:30,,,,no_bat,,R reward
06-11-2019-00:32:31,,,,no_bat,,R reward
06-11-2019-00:32:32,,,,no_bat,,R reward
06-11-2019-00:32:33,,,,no_bat,,R reward
06-11-2019-00:32:34,,,,no_bat,,R reward
06-11-2019-00:32:35,,,,no_bat,,R reward
06-11-2019-00:32:36,,,,no_bat,,R reward
06-11-2019-00:32:37,,,,no_bat,,R reward
06-11-2019-00:32:38,,,,no_bat,,R reward
06-11-2019-00:32:39,,,,no_bat,,R reward
06-11-2019-00:32:40,,,,no_bat,,R reward
06-11-2019-00:32:41,,,,no_bat,,R reward
06-11-2019-00:32:42,,,,no_bat,,R reward
06-11-2019-00:32:43,,,,no_bat,,R reward
06-11-2019-00:32:44,,,,no_bat,,R reward
06-11-2019-00:32:45,,['307410CD2C02D9C000000001'],,b'101',,R reward
06-11-2019-00:32:46,,,,,no 1,R reward
06-11-2019-00:32:47,,['307410CD2C02D9C000000001'],,b'101',,R reward
06-11-2019-00:32:48,,['307410CD2C02D9C000000001'],,b'101',,R reward
06-11-2019-00:32:49,,['307410CD2C02D9C000000001'],,b'101',,R reward
06-11-2019-00:32:50,,['307410CD2C02D9C000000001'],,b'101',,R reward
06-11-2019-00:32:51,,['307410CD2C02D9C000000001'],,b'101',,R reward
06-11-2019-00:32:52,,['307410CD2C02D9C000000001'],,b'101',,R reward
06-11-2019-00:32:53,,,,no_bat,,R reward
06-11-2019-00:32:54,play,['307410CD2C02D9C000000001'],,b'102',2,R reward
06-11-2019-00:32:55,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:32:56,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:32:57,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:32:58,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:32:59,,,,no_bat,,R reward
06-11-2019-00:33:00,,,,no_bat,,R reward
06-11-2019-00:33:01,,,,no_bat,,R reward
06-11-2019-00:33:02,,,,no_bat,,R reward
06-11-2019-00:33:03,,,,no_bat,,R reward
06-11-2019-00:33:04,,,,no_bat,,R reward
06-11-2019-00:33:05,,,,no_bat,,R reward
06-11-2019-00:33:06,,,,no_bat,,R reward
06-11-2019-00:33:07,,,,no_bat,,R reward
06-11-2019-00:33:08,,,,no_bat,,R reward
06-11-2019-00:33:09,,,,no_bat,,R reward
06-11-2019-00:33:11,,,,no_bat,,R reward
06-11-2019-00:33:12,,,,no_bat,,R reward
06-11-2019-00:33:13,,,,no_bat,,R reward
06-11-2019-00:33:14,,,,no_bat,,R reward
06-11-2019-00:33:15,,,,no_bat,,R reward
06-11-2019-00:33:16,,,,no_bat,,R reward
06-11-2019-00:33:17,,,,no_bat,,R reward
06-11-2019-00:33:18,,,,no_bat,,R reward
06-11-2019-00:33:19,,,,no_bat,,R reward
06-11-2019-00:33:20,,,,no_bat,,R reward
06-11-2019-00:33:21,play,,,,,R reward
06-11-2019-00:33:22,,,,no_bat,,R reward
06-11-2019-00:33:23,,,,no_bat,,R reward
06-11-2019-00:33:24,,,,no_bat,,R reward
06-11-2019-00:33:25,,,,no_bat,,R reward
06-11-2019-00:33:26,,,,no_bat,,R reward
06-11-2019-00:33:27,,,,no_bat,,R reward
06-11-2019-00:33:28,,,,no_bat,,R reward
06-11-2019-00:33:29,,,,no_bat,,R reward
06-11-2019-00:33:30,,,,no_bat,,R reward
06-11-2019-00:33:31,,,,no_bat,,R reward
06-11-2019-00:33:32,,,,no_bat,,R reward
06-11-2019-00:33:33,,,,no_bat,,R reward
06-11-2019-00:33:34,,,,no_bat,,R reward
06-11-2019-00:33:35,,,,no_bat,,R reward
06-11-2019-00:33:36,,,,no_bat,,R reward
06-11-2019-00:33:37,,,,no_bat,,R reward
06-11-2019-00:33:38,,,,no_bat,,R reward
06-11-2019-00:33:39,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:33:40,,,,,no 2,R reward
06-11-2019-00:33:41,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:33:42,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:33:43,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:33:44,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:33:45,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:33:46,,['307410CD2C040B4000000001'],,b'101',,R reward
06-11-2019-00:33:47,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:33:48,,['307410CD2C040B4000000001'],,b'101',,R reward
06-11-2019-00:33:49,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:33:50,,['307410CD2C040B4000000001'],,b'101',,R reward
06-11-2019-00:33:51,,['307410CD2C040B4000000001'],,b'101',,R reward
06-11-2019-00:33:52,,['307410CD2C040B4000000001'],,b'101',,R reward
06-11-2019-00:33:53,,['307410CD2C040B4000000001'],,b'101',,R reward
06-11-2019-00:33:54,,['307410CD2C040B4000000001'],,b'101',,R reward
06-11-2019-00:33:55,,['307410CD2C040B4000000001'],,b'101',,R reward
06-11-2019-00:33:56,play,,,no_bat,,R reward
06-11-2019-00:33:57,,,,no_bat,,R reward
06-11-2019-00:33:58,,,,no_bat,,R reward
06-11-2019-00:33:59,,,,no_bat,,R reward
06-11-2019-00:34:00,,,,no_bat,,R reward
06-11-2019-00:34:01,,,,no_bat,,R reward
06-11-2019-00:34:02,,,,no_bat,,R reward
06-11-2019-00:34:03,,,,no_bat,,R reward
06-11-2019-00:34:04,,,,no_bat,,R reward
06-11-2019-00:34:05,,,,no_bat,,R reward
06-11-2019-00:34:06,,,,no_bat,,R reward
06-11-2019-00:34:07,,,,no_bat,,R reward
06-11-2019-00:34:08,,,,no_bat,,R reward
06-11-2019-00:34:09,,,,no_bat,,R reward
06-11-2019-00:34:10,,,,no_bat,,R reward
06-11-2019-00:34:11,,,,no_bat,,R reward
06-11-2019-00:34:12,,,,no_bat,,R reward
06-11-2019-00:34:13,,,,no_bat,,R reward
06-11-2019-00:34:14,,,,no_bat,,R reward
06-11-2019-00:34:15,,,,no_bat,,R reward
06-11-2019-00:34:16,,,,no_bat,,R reward
06-11-2019-00:34:17,,['307410CD2C040B4000000001'],,b'102',,R reward
06-11-2019-00:34:18,,['307410CD2C040B4000000001'],,b'102',2,R reward
06-11-2019-00:34:19,play,['307410CD2C040B4000000001'],,b'102',,R reward
06-11-2019-00:34:20,,['307410CD2C040B4000000001'],,b'102',2,R reward
06-11-2019-00:34:21,,['307410CD2C040B4000000001'],,b'102',,R reward
06-11-2019-00:34:22,,,,no_bat,,R reward
06-11-2019-00:34:23,,,,no_bat,,R reward
06-11-2019-00:34:24,,,,no_bat,,R reward
06-11-2019-00:34:25,,,,no_bat,,R reward
06-11-2019-00:34:26,,,,no_bat,,R reward
06-11-2019-00:34:27,,,,no_bat,,R reward
06-11-2019-00:34:28,,,,no_bat,,R reward
06-11-2019-00:34:29,,,,no_bat,,R reward
06-11-2019-00:34:30,,,,no_bat,,R reward
06-11-2019-00:34:31,,,,no_bat,,R reward
06-11-2019-00:34:32,,,,no_bat,,R reward
06-11-2019-00:34:33,,,,no_bat,,R reward
06-11-2019-00:34:34,,,,no_bat,,R reward
06-11-2019-00:34:35,,,,no_bat,,R reward
06-11-2019-00:34:36,,,,no_bat,,R reward
06-11-2019-00:34:37,,,,no_bat,,R reward
06-11-2019-00:34:38,,,,no_bat,,R reward
06-11-2019-00:34:39,,,,no_bat,,R reward
06-11-2019-00:34:40,,,,no_bat,,R reward
06-11-2019-00:34:41,,,,no_bat,,R reward
06-11-2019-00:34:42,,,,no_bat,,R reward
06-11-2019-00:34:43,,,,no_bat,,R reward
06-11-2019-00:34:44,play,,,no_bat,,R reward
06-11-2019-00:34:45,,,,no_bat,,R reward
06-11-2019-00:34:46,,,,no_bat,,R reward
06-11-2019-00:34:47,,,,no_bat,,R reward
06-11-2019-00:34:48,,,,no_bat,,R reward
06-11-2019-00:34:49,,,,no_bat,,R reward
06-11-2019-00:34:50,,,,no_bat,,R reward
06-11-2019-00:34:51,,,,no_bat,,R reward
06-11-2019-00:34:52,,,,no_bat,,R reward
06-11-2019-00:34:53,,['307410CD2C040B4000000001'],,b'102',,R reward
06-11-2019-00:34:54,,['307410CD2C040B4000000001'],,b'102',2,R reward
06-11-2019-00:34:55,,['307410CD2C02D9C000000001'],,b'101',,R reward
06-11-2019-00:34:56,,['307410CD2C02D9C000000001'],,b'101',,R reward
06-11-2019-00:34:57,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:34:58,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:34:59,,,,no_bat,,R reward
06-11-2019-00:35:00,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:35:01,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:35:02,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:35:03,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:35:04,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:35:05,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:35:06,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:35:07,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:35:08,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:35:09,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:35:10,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:35:11,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:35:12,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:35:13,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:35:14,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:35:15,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:35:16,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:35:17,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:35:18,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:35:19,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:35:20,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:35:21,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:35:22,play,,,no_bat,,R reward
06-11-2019-00:35:23,,,,no_bat,,R reward
06-11-2019-00:35:24,,,,no_bat,,R reward
06-11-2019-00:35:25,,,,no_bat,,R reward
06-11-2019-00:35:26,,,,no_bat,,R reward
06-11-2019-00:35:27,,,,no_bat,,R reward
06-11-2019-00:35:28,,,,no_bat,,R reward
06-11-2019-00:35:29,,,,no_bat,,R reward
06-11-2019-00:35:30,,,,no_bat,,R reward
06-11-2019-00:35:31,,,,no_bat,,R reward
06-11-2019-00:35:32,,,,no_bat,,R reward
06-11-2019-00:35:33,,,,no_bat,,R reward
06-11-2019-00:35:34,,,,no_bat,,R reward
06-11-2019-00:35:35,,,,no_bat,,R reward
06-11-2019-00:35:36,,,,no_bat,,R reward
06-11-2019-00:35:37,,,,no_bat,,R reward
06-11-2019-00:35:38,,,,no_bat,,R reward
06-11-2019-00:35:39,,,,no_bat,,R reward
06-11-2019-00:35:40,,,,no_bat,,R reward
06-11-2019-00:35:41,,,,no_bat,,R reward
06-11-2019-00:35:42,,,,no_bat,,R reward
06-11-2019-00:35:43,,,,no_bat,,R reward
06-11-2019-00:35:44,,,,no_bat,,R reward
06-11-2019-00:35:45,play,,,no_bat,,R reward
06-11-2019-00:35:46,,,,no_bat,,R reward
06-11-2019-00:35:47,,,,no_bat,,R reward
06-11-2019-00:35:48,,,,no_bat,,R reward
06-11-2019-00:35:49,,,,no_bat,,R reward
06-11-2019-00:35:50,,,,no_bat,,R reward
06-11-2019-00:35:51,,,,no_bat,,R reward
06-11-2019-00:35:52,,,,no_bat,,R reward
06-11-2019-00:35:53,,,,no_bat,,R reward
06-11-2019-00:35:54,,,,no_bat,,R reward
06-11-2019-00:35:55,,,,no_bat,,R reward
06-11-2019-00:35:56,,,,no_bat,,R reward
06-11-2019-00:35:57,,,,no_bat,,R reward
06-11-2019-00:35:58,,,,no_bat,,R reward
06-11-2019-00:35:59,,,,no_bat,,R reward
06-11-2019-00:36:00,,,,no_bat,,R reward
06-11-2019-00:36:01,,,,no_bat,,R reward
06-11-2019-00:36:02,,,,no_bat,,R reward
06-11-2019-00:36:03,,,,no_bat,,R reward
06-11-2019-00:36:04,,,,no_bat,,R reward
06-11-2019-00:36:05,,,,no_bat,,R reward
06-11-2019-00:36:06,,,,no_bat,,R reward
06-11-2019-00:36:08,play,,,no_bat,,R reward
06-11-2019-00:36:09,,,,no_bat,,R reward
06-11-2019-00:36:10,,,,no_bat,,R reward
06-11-2019-00:36:11,,,,no_bat,,R reward
06-11-2019-00:36:12,,,,no_bat,,R reward
06-11-2019-00:36:13,,,,no_bat,,R reward
06-11-2019-00:36:14,,,,no_bat,,R reward
06-11-2019-00:36:15,,['307410CD2C02D9C000000001'],,b'101',,R reward
06-11-2019-00:36:16,,['307410CD2C02D9C000000001'],,b'101',no 1,R reward
06-11-2019-00:36:17,,['307410CD2C02D9C000000001'],,b'101',,R reward
06-11-2019-00:36:18,,['307410CD2C02D9C000000001'],,b'101',,R reward
06-11-2019-00:36:19,,['307410CD2C02D9C000000001'],,b'101',,R reward
06-11-2019-00:36:20,,['307410CD2C02D9C000000001'],,b'101',,R reward
06-11-2019-00:36:21,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:36:22,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:36:23,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:36:24,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:36:25,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:36:26,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:36:27,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:36:28,,['307410CD2C02D9C000000001'],,b'102',,R reward
06-11-2019-00:36:29,,,,no_bat,,R reward
06-11-2019-00:36:30,play,,,no_bat,,R reward
06-11-2019-00:36:31,,,,no_bat,,R reward
06-11-2019-00:36:32,,,,no_bat,,R reward
06-11-2019-00:36:33,,,,no_bat,,R reward
06-11-2019-00:36:34,,,,no_bat,,R reward
06-11-2019-00:36:35,,,,no_bat,,R reward
06-11-2019-00:36:36,,,,no_bat,,R reward
06-11-2019-00:36:37,,,,no_bat,,R reward
06-11-2019-00:36:38,,,,no_bat,,R reward
06-11-2019-00:36:39,,,,no_bat,,R reward
06-11-2019-00:36:40,,,,no_bat,,R reward
06-11-2019-00:36:41,,,,no_bat,,R reward
06-11-2019-00:36:42,,,,no_bat,,R reward
06-11-2019-00:36:43,,,,no_bat,,R reward
06-11-2019-00:36:44,,,,no_bat,,R reward
06-11-2019-00:36:45,,,,no_bat,,R reward
06-11-2019-00:36:46,,,,no_bat,,R reward
06-11-2019-00:36:47,,,,no_bat,,R reward
06-11-2019-00:36:48,,,,no_bat,,R reward
06-11-2019-00:36:49,,,,no_bat,,R reward
06-11-2019-00:36:50,,,,no_bat,,R reward
06-11-2019-00:36:51,,,,no_bat,,R reward
06-11-2019-00:36:52,play,,,,,R reward
06-11-2019-00:36:53,,,,no_bat,,R reward
06-11-2019-00:36:54,,,,no_bat,,R reward
06-11-2019-00:36:55,,,,no_bat,,R reward
06-11-2019-00:36:56,,,,no_bat,,R reward
06-11-2019-00:36:57,,,,no_bat,,R reward
06-11-2019-00:36:58,,,,no_bat,,R reward
06-11-2019-00:36:59,,,,no_bat,,R reward
06-11-2019-00:37:00,,,,no_bat,,R reward
06-11-2019-00:37:01,,,,no_bat,,R reward
06-11-2019-00:37:02,,,,no_bat,,R reward
06-11-2019-00:37:04,,,,no_bat,,R reward
06-11-2019-00:37:05,,,,no_bat,,R reward
06-11-2019-00:37:06,,,,no_bat,,R reward
06-11-2019-00:37:07,,,,no_bat,,R reward
06-11-2019-00:37:08,,,,no_bat,,R reward
06-11-2019-00:37:09,,,,no_bat,,R reward
06-11-2019-00:37:10,,,,no_bat,,R reward
06-11-2019-00:37:11,,,,no_bat,,R reward
06-11-2019-00:37:12,,,,no_bat,,R reward
06-11-2019-00:37:13,,,,no_bat,,R reward
06-11-2019-00:37:14,,,,no_bat,,R reward
06-11-2019-00:37:15,play,,,no_bat,,R reward
06-11-2019-00:37:16,,,,no_bat,,R reward
06-11-2019-00:37:17,,,,no_bat,,R reward
06-11-2019-00:37:18,,,,no_bat,,R reward
06-11-2019-00:37:19,,,,no_bat,,R reward
06-11-2019-00:37:20,,,,no_bat,,R reward
06-11-2019-00:37:21,,,,no_bat,,R reward
06-11-2019-00:37:22,,,,no_bat,,R reward
06-11-2019-00:37:23,,,,no_bat,,R reward
06-11-2019-00:37:24,,,,no_bat,,R reward
06-11-2019-00:37:25,,,,no_bat,,R reward
06-11-2019-00:37:26,,,,no_bat,,R reward
06-11-2019-00:37:27,,,,no_bat,,R reward
06-11-2019-00:37:28,,,,no_bat,,R reward
06-11-2019-00:37:29,,,,no_bat,,R reward
06-11-2019-00:37:30,,,,no_bat,,R reward
06-11-2019-00:37:31,,,,no_bat,,R reward
06-11-2019-00:37:32,,,,no_bat,,R reward
06-11-2019-00:37:33,,,,no_bat,,R reward
06-11-2019-00:37:34,,,,no_bat,,R reward
06-11-2019-00:37:35,,,,no_bat,,R reward
06-11-2019-00:37:36,,,,no_bat,,R reward
06-11-2019-00:37:37,play,,,no_bat,,R reward
06-11-2019-00:37:38,,,,no_bat,,R reward
06-11-2019-00:37:39,,,,no_bat,,R reward
06-11-2019-00:37:40,,,,no_bat,,R reward
06-11-2019-00:37:41,,,,no_bat,,R reward
06-11-2019-00:37:42,,,,no_bat,,R reward
06-11-2019-00:37:43,,,,no_bat,,R reward
06-11-2019-00:37:44,,,,no_bat,,R reward
06-11-2019-00:37:45,,,,no_bat,,R reward
06-11-2019-00:37:46,,,,no_bat,,R reward
06-11-2019-00:37:47,,,,no_bat,,R reward
06-11-2019-00:37:48,,,,no_bat,,R reward
06-11-2019-00:37:49,,,,no_bat,,R reward
06-11-2019-00:37:50,,,,no_bat,,R reward
06-11-2019-00:37:51,,,,no_bat,,R reward
06-11-2019-00:37:52,,,,no_bat,,R reward
06-11-2019-00:37:53,,,,no_bat,,R reward
06-11-2019-00:37:54,,,,no_bat,,R reward
06-11-2019-00:37:55,,,,no_bat,,R reward
06-11-2019-00:37:56,,,,no_bat,,R reward
06-11-2019-00:37:57,,,,no_bat,,R reward
06-11-2019-00:37:58,,,,no_bat,,R reward
06-11-2019-00:37:59,play,,,,,R reward
06-11-2019-00:38:00,,,,no_bat,,R reward
06-11-2019-00:38:01,,,,no_bat,,R reward
